	osa_location	osbp_location	mean_divergence	median_divergence	min_divergence	max_divergence	std_divergence
YSG_1283	0.960089661273666	0.1874403269884432	0.5181164855411973	0.5188327473936472	0.4711886864741225	0.5628440734332045	0.0073101081940871535
YSG_0633	0.9590801032702236	0.1884759089055064	0.5079552019945629	0.4952053025227041	0.4430356324276958	0.7364492978129102	0.0222325578063155
YSG_1282	2.813638155593804	0.1895114908225696	0.5972232585005022	0.5945966217251908	0.5382953313739287	0.6831902451281896	0.01250288624066127
YSG_0159a	2.8156572716006885	0.1915826546566961					
YSG_0187a	2.817676387607573	0.1936538184908225					
YSG_0005g	2.8207050616179004	0.1967605642420122	0.3942519419743844	0.39530132183880884	0.37112179712105375	0.4171190687029396	0.004534143086296724
YSG_0175b	0.7763501046471601	0.1988317280761387	0.5145023401097788	0.5185246771417128	0.40452684972726505	0.5802081748961296	0.015977067288101353
YSG_1167	0.7773596626506024	0.1998673099932019	0.4931918472568818	0.4927217527317467	0.42213963527567444	0.5308022622260059	0.007892928892603828
YSG_0857	0.7783692206540448	0.2009028919102651	0.57058630987633	0.5648980599175764	0.5343676075523067	0.6211463120598697	0.005839578744261905
YSG_0735	0.7793787786574872	0.2019384738273283	0.6333493797337448	0.6349575768381571	0.5881729162432745	0.6973475245896665	0.008195587810648346
YSG_0110a	0.7803883366609294	0.2029740557443915					
YSG_1324	0.7813978946643718	0.2060808014955812	0.1848162844317089	0.18686000128860675	0.16099072380722754	0.20485641155300333	0.010367254846562365
YSG_1312	0.7834170106712565	0.2071163834126444	0.28731571572143494	0.31000924378190864	0.18891819133146748	0.35920658674038053	0.0315276997267948
YSG_0477	1.7727838540447505	0.214365456832087	0.5863531184949291	0.5808112524309239	0.5197937394875388	0.6700828758743456	0.013558055981813422
YSG_0566	1.771774296041308	0.2154010387491502	0.4986124109318043	0.4980648645715885	0.4704049276340526	0.5462672752392255	0.006541165274371319
YSG_0654	1.770764738037866	0.2164366206662134	0.5110994782819211	0.5109051457603222	0.4187215040931894	0.5621888475521366	0.008975294566984416
YSG_0432	1.7677360640275388	0.2195433664174031	0.4384519660380065	0.43953171730791973	0.40335946311239546	0.47694369029855377	0.00973088210909771
YSG_0623	1.7667265060240964	0.2216145302515295	0.4339925669463751	0.43875758426374034	0.3830073950092394	0.47957143016364245	0.010194368668699714
YSG_0199b	1.7626882740103271	0.2257568579197824	0.4065559177823768	0.40261599425069283	0.32098867393908814	0.5043615911241235	0.015353787175945061
YSG_0384	1.7596596	0.2288636036709721	0.4245738981811845	0.4219902051056006	0.34664111376118045	0.5068062973716645	0.012832936249467602
YSG_0362	0.4623775655765921	0.2309347675050985	0.41676594249308163	0.41827565109035814	0.3906902600347507	0.476142678514735	0.00597588961008967
YSG_0120b	0.4654062395869191	0.233005931339225	0.7446604915867855	0.7461030757661644	0.664498183984068	0.8695707534771383	0.007727094684792201
YSG_0825	0.4694444716006885	0.2371482590074779	0.3568725128515088	0.3499500256382703	0.3124227342939212	0.4059779022368337	0.011214790469528073
YSG_1219	0.4704540296041308	0.2392194228416043	0.5231326351793448	0.522708395237797	0.47403977768650774	0.5986900817213501	0.008255849625377202
YSG_0611	0.4714635876075732	0.2433617505098572	0.42830386419608873	0.4251711856208753	0.3588882193937453	0.48482550347865466	0.014654855344198296
YSG_0038b	0.4724731456110155	0.2443973324269204	0.3691847754429024	0.36419995123801013	0.33353198729846484	0.5175947790684784	0.014904558091840627
YSG_0038a	0.4734827036144579	0.2454329143439836					
YSG_0005iba	0.4744922616179002	0.2464684962610469					
YSG_0613	0.4785304936316695	0.2506108239292998	0.7397442092906749	0.7495321940057813	0.654486499093865	0.8070129297345436	0.011385340012327359
YSG_0421	0.4815591676419966	0.2537175696804895	0.268905660629665	0.273879040263468	0.0	0.3735311822879682	0.04028481193145523
YSG_1222	0.4825687256454389	0.2547531515975527	0.47898030715055456	0.48344866718097856	0.43829421013047065	0.5287277616272086	0.00905883342380498
YSG_0862	1.9070550685025816	0.260966643099932	0.5664438048664918	0.5711937481644153	0.36839546030061915	0.6314673484010579	0.020923307775855278
YSG_1045	1.9040263944922549	0.2682157165193746	0.7194404892544763	0.7197480641333257	0.6972009681661424	0.7511191248684372	0.004255054764462169
YSG_0145b	1.9030168364888125	0.2692512984364378	0.4368354017265512	0.43761574252930174	0.3458083506347548	0.4923367619666613	0.010681366061388722
YSG_0786	1.07820794767642	0.2723580441876274	0.522822629155803	0.5292802223034718	0.4393505596602665	0.5619972058286691	0.011430091192496302
YSG_0509	1.075179273666093	0.2765003718558803	0.3393019272775149	0.33906708702260624	0.2768309043649077	0.38748793580784524	0.010007349966100438
YSG_0778	1.0731601576592082	0.27960711760707	0.29399745700654695	0.28407566454577604	0.08919979314100956	0.4217988276466266	0.03984427898992941
YSG_0816	1.072150599655766	0.2806426995241332	0.3665415941719914	0.3681282871114331	0.29748090371230007	0.4039244476650864	0.014543890325004288
YSG_1366	1.0711410416523237	0.2816782814411964	0.19338636224879258	0.15173622863975095	0.0	0.42866085408069843	0.09425238758749487
YSG_0777	1.069121925645439	0.2837494452753229	0.3813272904234592	0.38521488412568694	0.3087735101306911	0.41397933593833236	0.010790058002764447
YSG_2091	0.0141338120481927	0.2858206091094493	0.3012649993348302	0.32140077279830603	0.22050741637511007	0.3744995316923722	0.024779501018627602
YSG_1365	0.0131242540447504	0.2868561910265125	0.3664067830690765	0.36310104333071996	0.31941227002352307	0.43101186017070053	0.012087037796184849
YSG_0699	0.0111051380378657	0.2878917729435758	0.405452153750109	0.4022864326792781	0.36532987537097344	0.5055745120523968	0.013998079617366162
YSG_0630	0.0100955800344234	0.288927354860639	0.5524242652397564	0.550505205496778	0.48966774313927386	0.6374886790623753	0.012355214406229146
YSG_0314	0.6501553542168675	0.2909985186947654	0.4826116772971383	0.48292671069637727	0.41484678404627995	0.5220790543608955	0.008111156124725759
YSG_0095a	0.6531840282271946	0.2930696825288919					
YSG_0268b	0.6521744702237522	0.2941052644459551	0.4849697040063857	0.48448102288181655	0.4423772479337304	0.5406126974843974	0.008974819092890742
YSG_0412	0.9701852413080896	0.3034255016995241	0.5095545351621238	0.5069706504477918	0.4773792966943993	0.5676075171040595	0.008316553467255558
YSG_0621	0.5239606037865749	0.3096389932019034	0.523365934793703	0.5281117897951614	0.41297748477352275	0.600824120286019	0.01480428832993768
YSG_1112	0.5209319297762479	0.3106745751189667	0.3691766290596532	0.3641467526767955	0.19117744539029757	0.4731742155817425	0.03094787403314824
YSG_0250b	0.5168936977624785	0.3117101570360299	0.3620193571487854	0.38582352545944565	0.2181180178840254	0.42004175550878053	0.03697654243441677
YSG_2035	0.7632258506024097	0.3210303942895989	0.5529381850965307	0.5516787694083036	0.501684467813755	0.6383049246313095	0.011162108309524077
YSG_1266	0.7662545246127367	0.3231015581237254	0.4937108958870351	0.49273731887101346	0.46897030196391676	0.543723211575686	0.005425357460472861
YSG_0203b	2.1049284371772807	0.3241371400407886	0.5205690303497077	0.5166581852573744	0.4951050533930943	0.6917844365794346	0.009851911679233646
YSG_0101a	1.2770908743545613	0.3282794677090415					
YSG_0452	1.2781004323580034	0.3293150496261047	0.732699742723218	0.7051872840925515	0.655923126917605	0.8568111834948773	0.018614651574808835
YSG_0377	1.2791099903614458	0.3303506315431679	0.26342736907076525	0.26333524702261446	0.24085194452166886	0.28829302135511603	0.007953586948940439
YSG_0451	1.2811291063683306	0.3324217953772943	0.5332921788385339	0.5342839068658747	0.48994538765733386	0.6130954682128107	0.01016054948276604
YSG_0340	1.537556839242685	0.3334573772943576	0.43926081904516145	0.4397648400154569	0.4140783231489732	0.4713098950379826	0.0057009466832338394
YSG_0430	1.5395759552495698	0.3344929592114208	0.5857419717916449	0.5883840616019034	0.5150110334028457	0.6328736912629467	0.01097708835506154
YSG_0411	1.5405855132530122	0.335528541128484	0.4787781171212482	0.47799607451002407	0.44481994251304746	0.5165604838130202	0.007579572991903512
YSG_0364	1.5426046292598967	0.3365641230455472	0.5144670392209033	0.512549940699325	0.47664400145061225	0.580443323494519	0.009857921327721323
YSG_0089b	1.543614187263339	0.3375997049626104	0.5666024635453022	0.5627711557041647	0.5110233576919011	0.6248181862859745	0.0108878275598304
YSG_1576	0.2887335889845094	0.3386352868796737	0.4422812120137386	0.44084320032266205	0.4103890543513821	0.506163244931094	0.008748702107064715
YSG_1594	0.992395517383821	0.3427776145479266	0.05319047405356393	0.051351959726225305	0.01704618830816713	0.0903519116110923	0.015003083356824381
YSG_0042d	0.9934050753872634	0.3438131964649898					
YSG_1678	0.9944146333907056	0.344848778382053	0.07449379681567535	0.07671931576644662	0.016638907672109838	0.1218130548072339	0.01915046045715112
YSG_1478	0.995424191394148	0.3458843602991162	0.27275006929456774	0.29728437729053503	0.03787379511562206	0.3446006087869784	0.03838758986823305
YSG_0661	1.0004719814113598	0.3489911060503059	0.35841163821838395	0.3571470935641166	0.3417220579728547	0.39020979297213937	0.005048005771149902
YSG_0481	1.0014815394148022	0.3500266879673691	0.4457738771825992	0.4367469172392635	0.3608759345445103	0.5794017809395591	0.018442000626695463
YSG_1020	1.7253346278829604	0.3520978518014955	0.29442048023285106	0.2934965711340571	0.2752514727358807	0.3171180695485973	0.005137109689061054
YSG_1040	1.7273537438898452	0.354169015635622	0.5717519595785718	0.549589312824874	0.5295109510835186	0.725608350647335	0.02212159042078319
YSG_1079	1.7283633018932876	0.3552045975526852	0.6907338089326702	0.6851417107060428	0.6484285091051017	0.7630000958564243	0.008698682885739656
YSG_1039	1.72937285989673	0.3562401794697484	0.502793708377925	0.49272962116519786	0.4700349432340435	0.6036678771312265	0.009027617555257387
YSG_1048	1.7313919759036145	0.3572757613868116	0.6028132930579344	0.6053014755839466	0.5398137368109366	0.6746747166997207	0.01406355269430213
YSG_1357	1.7324015339070569	0.3583113433038749	0.4751383596031917	0.47775468047041925	0.41053284492318215	0.5243773375925025	0.015953905681061534
YSG_0482b	0.4876165156626506	0.3593469252209381	0.6435072000448985	0.6425255754457981	0.5798492636813456	0.7400534340045238	0.011756005704295878
YSG_0602	0.4866069576592083	0.3603825071380013	0.372048464939073	0.36707964990804953	0.3179158017459002	0.474697392063277	0.01648098373257354
YSG_0012d	0.4855973996557659	0.3614180890550645					
YSG_1318	0.4845878416523236	0.3624536709721278	0.5494849958200387	0.5535356350838024	0.5121146233506588	0.6160628189867763	0.009571046756862956
YSG_0821	1.5143370051635112	0.3697027443915703	0.314539320600969	0.3197528696201335	0.25410626100246064	0.3429300079642965	0.013726940873453865
YSG_0643	1.512317889156627	0.3707383263086335	0.4485091390975894	0.45400131797607474	0.3956285723579059	0.4989930370331146	0.011301591362321242
YSG_0514	2.200836447504303	0.3717739082256968	0.5086000599865821	0.5085552783662491	0.47019824008443445	0.5531218309246115	0.0060439052949724575
YSG_1754	2.257371695697074	0.3769518178110129	0.6483902675448472	0.6452685419560673	0.6152190629132173	0.6901002625096414	0.004126966824001359
YSG_1376	2.261409927710844	0.3800585635622026	0.7528744839342592	0.752591527421892	0.6814758761935386	0.8033692068717133	0.008225099253489836
YSG_0917	1.8262904282271943	0.3862720550645819	0.49435654557024755	0.49513126774323535	0.4569973048068887	0.5505691577705418	0.007305015389165308
YSG_0143b	1.5860156234079177	0.3893788008157716	0.5939676189259564	0.5926194127874178	0.5616647075561448	0.6420513411217249	0.005157389733426395
YSG_0811	1.5870251814113598	0.3904143827328348	0.5842436211193248	0.5852529411350682	0.5426068312688177	0.6149846665495028	0.0070213526734714884
YSG_0879	1.5880347394148022	0.391449964649898	0.5482139911296589	0.5496856707490512	0.48749378157452683	0.6136501403342258	0.012051387348702144
YSG_0120a	1.5890442974182444	0.3924855465669612					
YSG_0118b	1.5910634134251291	0.3945567104010877	0.3451021715763631	0.3469189571009798	0.30366998642839993	0.38154721428096183	0.008793267838774564
YSG_0646	1.5920729714285715	0.3955922923181509	0.34880796552287757	0.3640457150289323	0.10103214099445174	0.43277455860267755	0.03947119476048261
YSG_1926	1.5940920874354565	0.3986990380693406	0.10463916067315043	0.1457182869094622	0.0	0.26505260366298883	0.07098225906422755
YSG_0353	1.6011589934595525	0.4059481114887831	0.020707598775058657	0.021386377731015926	0.0	0.06618464934477321	0.01804141975664183
YSG_0150b	1.6021685514629949	0.4069836934058463	0.3437081921810696	0.3611543308658315	0.11276648755514836	0.4955363670229691	0.04931603521688335
YSG_0498	1.6041876674698796	0.4090548572399728	0.34111798908508295	0.3364962489177402	0.2689710630897376	0.44640992316477224	0.03787915575371657
YSG_0529	1.605197225473322	0.410090439157036	0.04317751342592323	0.036343218923700446	0.0	0.17290872612703695	0.03641569194776417
YSG_0491	1.864653632358004	0.4111260210740992	0.11288938358578837	0.11039882364683612	0.00686896615926237	0.2618212507284976	0.03422398439354923
YSG_0038c	1.8636440743545613	0.4121616029911624					
YSG_0684	1.8626345163511189	0.4131971849082257	0.04548425146828437	0.043706676114610266	0.0	0.1313166104133906	0.01779259961618416
YSG_0590	1.860615400344234	0.4163039306594153	0.019327827090129184	0.015605244379471198	0.0	0.1300451528675303	0.014790264319518184
YSG_0975	1.8585962843373496	0.4183750944935418	0.0027469004320027435	0.0	0.0	0.03992073075829702	0.006686465253286422
YSG_0757	1.8565771683304648	0.4204462583276682	0.08244160063324057	0.09222128335112614	0.0	0.20333710771978658	0.05022648073107641
YSG_1225	1.85455805232358	0.4225174221617946	0.08050103874540633	0.06741061456318699	0.0	0.23436631460098079	0.04322418168983727
YSG_1417	1.8535484943201377	0.4235530040788579	0.02122497194995563	0.016493242990340967	0.0	0.10254840845656824	0.019702956264632532
YSG_0119b	1.8525389363166955	0.4245885859959211	0.06484663286824319	0.05672502952400792	0.0014457835802495693	0.15928903016577128	0.02997513922137901
YSG_0094b	1.8515293783132527	0.4256241679129843	0.03845818281710718	0.036501120656393826	0.0	0.12810902298792082	0.016386185579044053
YSG_0647	1.8505198203098108	0.4266597498300475	0.029823355592240305	0.025426163756761003	0.0	0.08732988908243686	0.020062798664414253
YSG_0139b	1.848500704302926	0.428730913664174	0.027588774293527046	0.030616495890191373	0.0	0.08896673544478383	0.01585960878555379
YSG_1322	1.845472030292599	0.4318376594153637	0.05007236876151602	0.04821319281531544	0.0	0.09866803918447006	0.013166554497728772
YSG_0085c	1.8434529142857143	0.4339088232494901					
YSG_0188b	1.842443356282272	0.4349444051665533	0.061016683556729345	0.06235737205504059	0.0	0.1282182389952964	0.01969502343975331
YSG_0171b	1.8414337982788296	0.4359799870836165	0.03610323761678523	0.037148842509001335	0.0	0.09080844866492693	0.01269305302544228
YSG_0094a	1.8404242402753876	0.4370155690006798					
YSG_0119a	1.8384051242685029	0.438051150917743					
YSG_0046b	1.8373955662650605	0.4390867328348062	0.05646751767920913	0.059752110624597114	0.0	0.10914082939840375	0.02008326475624407
YSG_0780	1.8313382182444065	0.4463358062542488	0.21335106994165198	0.28031235288550244	0.020427471936282568	0.35605307404324715	0.08842803669608645
YSG_0336b	1.8676823063683303	0.447371388171312	0.02004215997658839	0.0170760441046739	0.0	0.09475110585145213	0.013081929398305714
YSG_1249	1.2851673383820998	0.4494425520054385	0.5745562324264452	0.5725087897093726	0.5334612261100542	0.6380507514793831	0.009284464790826917
YSG_0904	1.2841577803786577	0.4504781339225017	0.43503059105290487	0.4324732991503407	0.41070396160285166	0.45860601989833577	0.004608779604956301
YSG_0710	1.2831482223752153	0.4515137158395649	0.5389828706793837	0.5330337939811045	0.5271412440039264	0.5683900656826097	0.005869516578300838
YSG_0282	1.1327240798623064	0.4525492977566281	0.493832881359182	0.49448518625869775	0.476155467295834	0.53941340305001	0.007390262723413985
YSG_0273	1.1337336378657488	0.4535848796736914	0.46391066560119676	0.4614231513873795	0.4396977402667527	0.49084759594569005	0.005377860765617821
YSG_0274	1.1347431958691911	0.4546204615907546	0.4968059153309178	0.5029326808262605	0.4375461316628527	0.5556441862182045	0.010814945275679824
YSG_0505	2.306840037865749	0.4577272073419443	0.3978237064362612	0.3939985825539642	0.35464064456290634	0.446478311395468	0.009211391583903595
YSG_0051a	2.304820921858864	0.4597983711760707					
YSG_0216cb	2.303811363855422	0.4608339530931339	0.3814044919098667	0.3782697643872662	0.3355816925112136	0.42623595075641096	0.010020897777235957
YSG_0066b	2.3028018058519795	0.4618695350101971	0.3881830611462857	0.3841748126504022	0.35066340058492995	0.4198429970610738	0.009029806194211159
YSG_1747	2.3007826898450947	0.4639406988443236	0.5443233753663571	0.550880157066833	0.49793943400023244	0.623269821509085	0.008947984725926218
YSG_0945	2.2997731318416523	0.4649762807613868	0.43539185517962087	0.43290749849146615	0.3830868999893524	0.5051005730711063	0.012100159549513427
YSG_0123a	2.297754015834768	0.4670474445955132					
YSG_0182b	2.2957348998278837	0.4691186084296397	0.24453182029232795	0.24177955837355805	0.2245088454926777	0.329447436879399	0.011465999170249893
YSG_0644	2.294725341824441	0.4701541903467029	0.4503252278365215	0.44368357922247337	0.4322050498961393	0.5965183378583805	0.015434927683581519
YSG_0490	2.2937157838209985	0.4711897722637661	0.4951677061391072	0.49412943632745293	0.4318025814648935	0.6070444395902309	0.011457938902068303
YSG_0049a	2.292706225817556	0.4722253541808293					
YSG_1717	2.2916966678141137	0.4732609360978926	0.5054533428228667	0.5048637609040162	0.4756105191696221	0.5571791664220589	0.006916964394095717
YSG_1742	2.290687109810672	0.4742965180149558	0.5775782536669132	0.575718616051738	0.5208728865862333	0.6386720362147926	0.008156944484078185
