	1	2	3	4	n	L	fraction_polymorphic
YSG_0040d	152.0	38.0	1.0	0.0	69	191.0	0.20418848167539266
YSG_0041a	138.0	53.0	3.0	0.0	55	194.0	0.28865979381443296
YSG_0041bb	131.0	40.0	0.0	0.0	72	171.0	0.23391812865497075
YSG_0044b	104.0	21.0	0.0	0.0	76	125.0	0.168
YSG_0044c	122.0	21.0	0.0	0.0	74	143.0	0.14685314685314685
YSG_0046a	228.0	67.0	3.0	0.0	64	298.0	0.2348993288590604
YSG_0046b	196.0	38.0	0.0	0.0	79	234.0	0.1623931623931624
YSG_0046c	256.0	66.0	1.0	0.0	72	323.0	0.20743034055727555
YSG_0048a	109.0	12.0	0.0	0.0	80	121.0	0.09917355371900827
YSG_0048b	97.0	20.0	0.0	0.0	70	117.0	0.17094017094017094
YSG_0048c	72.0	44.0	5.0	0.0	73	121.0	0.4049586776859504
YSG_0050b	134.0	24.0	0.0	0.0	73	158.0	0.1518987341772152
YSG_0050c	130.0	32.0	0.0	0.0	78	162.0	0.19753086419753085
YSG_0053a	149.0	25.0	0.0	0.0	82	174.0	0.14367816091954022
YSG_0053c	110.0	55.0	5.0	0.0	81	170.0	0.35294117647058826
YSG_0054a	46.0	19.0	0.0	0.0	81	65.0	0.2923076923076923
YSG_0054c	71.0	36.0	3.0	0.0	83	110.0	0.35454545454545455
YSG_0055b	86.0	17.0	0.0	0.0	55	103.0	0.1650485436893204
YSG_0055c	85.0	14.0	1.0	0.0	89	100.0	0.15
YSG_0057a	244.0	78.0	13.0	1.0	58	336.0	0.27380952380952384
YSG_0057b	272.0	31.0	1.0	0.0	81	304.0	0.10526315789473684
YSG_0057c	260.0	74.0	2.0	0.0	66	336.0	0.2261904761904762
YSG_0058aa	78.0	18.0	1.0	0.0	55	97.0	0.1958762886597938
YSG_0058b	88.0	25.0	0.0	0.0	81	113.0	0.22123893805309736
YSG_0060ab	141.0	70.0	2.0	0.0	70	213.0	0.3380281690140845
YSG_0060b	187.0	18.0	0.0	0.0	82	205.0	0.08780487804878048
YSG_0062aa	137.0	17.0	0.0	0.0	55	154.0	0.11038961038961038
YSG_0062ab	143.0	31.0	1.0	0.0	72	175.0	0.18285714285714286
YSG_0062b	188.0	34.0	0.0	0.0	76	222.0	0.15315315315315314
YSG_0063c	50.0	19.0	2.0	0.0	76	71.0	0.29577464788732394
YSG_0064a	41.0	25.0	0.0	0.0	73	66.0	0.3787878787878788
YSG_0064b	58.0	5.0	1.0	0.0	74	64.0	0.09375
YSG_0066b	169.0	38.0	0.0	0.0	58	207.0	0.18357487922705315
YSG_0066c	322.0	61.0	1.0	0.0	60	384.0	0.16145833333333334
YSG_0067a	22.0	0.0	0.0	0.0	73	22.0	0.0
YSG_0067c	86.0	11.0	2.0	0.0	82	99.0	0.13131313131313133
YSG_0068a	175.0	48.0	2.0	0.0	85	225.0	0.2222222222222222
YSG_0068b	161.0	70.0	5.0	0.0	55	236.0	0.3177966101694915
YSG_0068c	183.0	41.0	3.0	0.0	76	227.0	0.19383259911894274
YSG_0069c	229.0	41.0	2.0	0.0	65	272.0	0.15808823529411764
YSG_0070c	204.0	33.0	0.0	0.0	60	237.0	0.13924050632911392
YSG_0070f	189.0	54.0	0.0	0.0	54	243.0	0.2222222222222222
YSG_0071a	234.0	43.0	1.0	0.0	64	278.0	0.15827338129496402
YSG_0071bb	254.0	49.0	1.0	0.0	60	304.0	0.16447368421052633
YSG_0078f	107.0	43.0	4.0	0.0	90	154.0	0.3051948051948052
YSG_0079a	202.0	27.0	0.0	0.0	65	229.0	0.11790393013100436
YSG_0079b	174.0	41.0	0.0	0.0	91	215.0	0.19069767441860466
YSG_0083c	127.0	19.0	2.0	0.0	64	148.0	0.14189189189189189
YSG_0084ba	120.0	36.0	3.0	0.0	54	159.0	0.24528301886792453
YSG_0084bb	136.0	28.0	0.0	0.0	94	164.0	0.17073170731707318
YSG_0085b	203.0	28.0	1.0	0.0	62	232.0	0.125
YSG_0085c	200.0	36.0	2.0	0.0	79	238.0	0.15966386554621848
YSG_0088a	209.0	52.0	0.0	0.0	83	261.0	0.19923371647509577
YSG_0089a	118.0	20.0	0.0	0.0	71	138.0	0.14492753623188406
YSG_0090a	144.0	25.0	0.0	0.0	77	169.0	0.14792899408284024
YSG_0090b	147.0	38.0	1.0	0.0	82	186.0	0.20967741935483872
YSG_0091c	56.0	4.0	0.0	0.0	75	60.0	0.06666666666666667
YSG_0093a	59.0	10.0	2.0	0.0	94	71.0	0.16901408450704225
YSG_0094a	351.0	62.0	0.0	0.0	71	413.0	0.15012106537530268
YSG_0095a	123.0	64.0	2.0	0.0	71	189.0	0.3492063492063492
YSG_0095b	135.0	47.0	2.0	0.0	86	184.0	0.266304347826087
YSG_0096a	193.0	53.0	0.0	0.0	70	246.0	0.21544715447154472
YSG_0096b	211.0	40.0	3.0	0.0	82	254.0	0.16929133858267717
YSG_0097a	229.0	39.0	2.0	0.0	77	270.0	0.15185185185185185
YSG_0097b	336.0	48.0	2.0	0.0	73	386.0	0.12953367875647667
YSG_0098b	86.0	13.0	0.0	0.0	84	99.0	0.13131313131313133
YSG_0099b	124.0	25.0	0.0	0.0	87	149.0	0.16778523489932887
YSG_0100b	182.0	47.0	1.0	0.0	80	230.0	0.20869565217391303
YSG_0101b	115.0	25.0	1.0	0.0	75	141.0	0.18439716312056736
YSG_0101c	143.0	24.0	1.0	0.0	81	168.0	0.1488095238095238
YSG_0102a	395.0	124.0	6.0	0.0	62	525.0	0.24761904761904763
YSG_0102b	293.0	161.0	28.0	2.0	57	484.0	0.39462809917355374
YSG_0103b	140.0	23.0	0.0	0.0	77	163.0	0.1411042944785276
YSG_0104a	352.0	99.0	8.0	0.0	68	459.0	0.23311546840958605
YSG_0104b	333.0	87.0	5.0	0.0	81	425.0	0.2164705882352941
YSG_0105a	56.0	39.0	6.0	0.0	79	101.0	0.44554455445544555
YSG_0105b	78.0	18.0	0.0	0.0	86	96.0	0.1875
YSG_0106a	107.0	30.0	0.0	0.0	88	137.0	0.21897810218978103
YSG_0106b	101.0	31.0	2.0	0.0	82	134.0	0.2462686567164179
YSG_0107a	161.0	37.0	1.0	0.0	74	199.0	0.19095477386934673
YSG_0107b	129.0	44.0	5.0	0.0	65	178.0	0.2752808988764045
YSG_0108a	254.0	129.0	20.0	1.0	75	404.0	0.3712871287128713
YSG_0108b	270.0	101.0	10.0	0.0	72	381.0	0.29133858267716534
YSG_0109a	133.0	15.0	0.0	0.0	74	148.0	0.10135135135135136
YSG_0109b	106.0	21.0	1.0	0.0	77	128.0	0.171875
YSG_0110a	90.0	3.0	0.0	0.0	71	93.0	0.03225806451612903
YSG_0110b	73.0	20.0	0.0	0.0	75	93.0	0.21505376344086022
YSG_0111a	274.0	54.0	1.0	0.0	58	329.0	0.16717325227963525
YSG_0115a	266.0	71.0	3.0	0.0	77	340.0	0.21764705882352942
YSG_0115b	245.0	76.0	1.0	0.0	70	322.0	0.2391304347826087
YSG_0116a	48.0	5.0	0.0	0.0	85	53.0	0.09433962264150944
YSG_0116b	32.0	8.0	0.0	0.0	82	40.0	0.2
YSG_0118a	104.0	23.0	0.0	0.0	57	127.0	0.18110236220472442
YSG_0118b	102.0	22.0	2.0	0.0	87	126.0	0.19047619047619047
YSG_0119c	92.0	38.0	0.0	0.0	76	130.0	0.2923076923076923
YSG_0120a	163.0	23.0	0.0	0.0	72	186.0	0.12365591397849462
YSG_0120b	146.0	27.0	0.0	0.0	76	173.0	0.15606936416184972
YSG_0121a	237.0	42.0	0.0	0.0	68	279.0	0.15053763440860216
YSG_0121b	214.0	62.0	0.0	0.0	65	276.0	0.2246376811594203
YSG_0123b	190.0	12.0	0.0	0.0	88	202.0	0.0594059405940594
YSG_0125a	84.0	10.0	0.0	0.0	75	94.0	0.10638297872340426
YSG_0125b	249.0	104.0	8.0	0.0	76	361.0	0.31024930747922436
YSG_0126c	201.0	21.0	1.0	0.0	64	223.0	0.09865470852017937
YSG_0127b	281.0	103.0	3.0	0.0	74	387.0	0.2739018087855297
YSG_0128a	79.0	13.0	0.0	0.0	74	92.0	0.14130434782608695
YSG_0128b	66.0	20.0	0.0	0.0	85	86.0	0.23255813953488372
YSG_0129a	215.0	57.0	0.0	0.0	77	272.0	0.20955882352941177
YSG_0129b	228.0	38.0	3.0	0.0	76	269.0	0.1524163568773234
YSG_0130b	84.0	65.0	3.0	0.0	95	152.0	0.4473684210526316
YSG_0132a	61.0	10.0	1.0	0.0	86	72.0	0.1527777777777778
YSG_0132b	233.0	50.0	0.0	0.0	68	283.0	0.17667844522968199
YSG_0133b	128.0	45.0	1.0	0.0	84	174.0	0.26436781609195403
YSG_0134a	145.0	19.0	0.0	0.0	77	164.0	0.11585365853658537
YSG_0134b	154.0	33.0	1.0	0.0	79	188.0	0.18085106382978725
YSG_0135a	48.0	1.0	0.0	0.0	79	49.0	0.02040816326530612
YSG_0135b	45.0	7.0	0.0	0.0	86	52.0	0.1346153846153846
YSG_0136b	179.0	26.0	0.0	0.0	83	205.0	0.12682926829268293
YSG_0137a	63.0	13.0	0.0	0.0	79	76.0	0.17105263157894737
YSG_0137b	119.0	28.0	1.0	0.0	79	148.0	0.19594594594594594
YSG_0138a	205.0	33.0	0.0	0.0	78	238.0	0.13865546218487396
YSG_0138b	145.0	87.0	3.0	0.0	82	235.0	0.3829787234042553
YSG_0139a	195.0	32.0	0.0	0.0	68	227.0	0.14096916299559473
YSG_0141a	181.0	73.0	1.0	0.0	61	255.0	0.2901960784313726
YSG_0141b	310.0	64.0	5.0	0.0	60	379.0	0.1820580474934037
YSG_0142a	178.0	27.0	0.0	0.0	57	205.0	0.13170731707317074
YSG_0142b	124.0	73.0	8.0	0.0	79	205.0	0.3951219512195122
YSG_0143a	300.0	70.0	1.0	0.0	67	371.0	0.19137466307277629
YSG_0143b	281.0	95.0	4.0	0.0	84	380.0	0.26052631578947366
YSG_0144b	133.0	29.0	1.0	0.0	81	163.0	0.18404907975460122
YSG_0145a	72.0	21.0	0.0	0.0	76	93.0	0.22580645161290322
YSG_0145b	63.0	11.0	0.0	0.0	85	74.0	0.14864864864864866
YSG_0147a	199.0	49.0	1.0	0.0	55	249.0	0.20080321285140562
YSG_0147b	204.0	37.0	0.0	0.0	81	241.0	0.15352697095435686
YSG_0148b	56.0	34.0	2.0	0.0	79	92.0	0.391304347826087
YSG_0149b	153.0	88.0	7.0	0.0	78	248.0	0.38306451612903225
YSG_0150b	213.0	42.0	0.0	0.0	65	255.0	0.16470588235294117
YSG_0151a	279.0	43.0	2.0	0.0	55	324.0	0.1388888888888889
YSG_0151b	247.0	63.0	3.0	0.0	69	313.0	0.2108626198083067
YSG_0152a	72.0	20.0	1.0	0.0	64	93.0	0.22580645161290322
YSG_0152b	82.0	17.0	0.0	0.0	77	99.0	0.1717171717171717
YSG_0154a	194.0	33.0	1.0	0.0	58	228.0	0.14912280701754385
YSG_0154b	157.0	43.0	0.0	0.0	68	200.0	0.215
YSG_0155b	98.0	12.0	1.0	0.0	83	111.0	0.11711711711711711
YSG_0156a	116.0	36.0	0.0	0.0	80	152.0	0.23684210526315788
YSG_0156b	103.0	29.0	1.0	0.0	71	133.0	0.22556390977443608
YSG_0157a	52.0	16.0	0.0	0.0	77	68.0	0.23529411764705882
YSG_0157b	58.0	8.0	0.0	0.0	75	66.0	0.12121212121212122
YSG_0158a	101.0	36.0	1.0	0.0	76	138.0	0.26811594202898553
YSG_0158b	132.0	21.0	2.0	0.0	59	155.0	0.14838709677419354
YSG_0159a	129.0	28.0	3.0	0.0	68	160.0	0.19375
YSG_0159b	125.0	19.0	1.0	0.0	70	145.0	0.13793103448275862
YSG_0160a	52.0	37.0	0.0	0.0	78	89.0	0.4157303370786517
YSG_0160b	44.0	27.0	4.0	0.0	69	75.0	0.41333333333333333
YSG_0161ba	125.0	39.0	1.0	0.0	68	165.0	0.24242424242424243
YSG_0161bb	147.0	31.0	1.0	0.0	67	179.0	0.1787709497206704
YSG_0164a	55.0	22.0	1.0	0.0	70	78.0	0.2948717948717949
YSG_0164b	65.0	14.0	0.0	0.0	72	79.0	0.17721518987341772
YSG_0166a	106.0	10.0	0.0	0.0	72	116.0	0.08620689655172414
YSG_0166b	148.0	66.0	5.0	0.0	64	219.0	0.3242009132420091
YSG_0167a	139.0	27.0	1.0	0.0	68	167.0	0.16766467065868262
YSG_0167b	153.0	39.0	3.0	0.0	77	195.0	0.2153846153846154
YSG_0168b	70.0	12.0	0.0	0.0	81	82.0	0.14634146341463414
YSG_0169b	197.0	101.0	11.0	0.0	87	309.0	0.36245954692556637
YSG_0170b	52.0	8.0	0.0	0.0	78	60.0	0.13333333333333333
YSG_0170c	191.0	55.0	2.0	0.0	54	248.0	0.22983870967741934
YSG_0171a	141.0	17.0	0.0	0.0	64	158.0	0.10759493670886076
YSG_0171b	133.0	17.0	0.0	0.0	70	150.0	0.11333333333333333
YSG_0173a	143.0	40.0	3.0	0.0	69	186.0	0.23118279569892472
YSG_0173b	171.0	29.0	1.0	0.0	63	201.0	0.14925373134328357
YSG_0174a	23.0	26.0	5.0	0.0	52	54.0	0.5740740740740741
YSG_0174b	71.0	10.0	0.0	0.0	54	81.0	0.12345679012345678
YSG_0175a	180.0	5.0	0.0	0.0	64	185.0	0.02702702702702703
YSG_0175b	143.0	43.0	1.0	0.0	67	187.0	0.23529411764705882
YSG_0176b	227.0	64.0	1.0	0.0	67	292.0	0.2226027397260274
YSG_0178a	186.0	44.0	1.0	0.0	60	231.0	0.19480519480519481
YSG_0178b	236.0	44.0	3.0	0.0	64	283.0	0.16607773851590105
YSG_0179a	118.0	22.0	0.0	0.0	64	140.0	0.15714285714285714
YSG_0179b	106.0	52.0	0.0	0.0	69	158.0	0.3291139240506329
YSG_0180b	51.0	9.0	0.0	0.0	76	60.0	0.15
YSG_0183a	136.0	24.0	0.0	0.0	60	160.0	0.15
YSG_0183b	170.0	37.0	1.0	0.0	74	208.0	0.18269230769230768
YSG_0184b	74.0	18.0	0.0	0.0	73	92.0	0.1956521739130435
YSG_0185a	198.0	67.0	1.0	0.0	74	266.0	0.2556390977443609
YSG_0187c	205.0	49.0	0.0	0.0	71	254.0	0.19291338582677164
YSG_0188a	124.0	45.0	4.0	1.0	59	174.0	0.28735632183908044
YSG_0188b	173.0	27.0	0.0	0.0	71	200.0	0.135
YSG_0189b	187.0	59.0	3.0	1.0	76	250.0	0.252
YSG_0190bb	34.0	45.0	21.0	4.0	64	104.0	0.6730769230769231
YSG_0192b	137.0	33.0	1.0	0.0	79	171.0	0.19883040935672514
YSG_0195a	150.0	23.0	0.0	0.0	63	173.0	0.1329479768786127
YSG_0195b	163.0	34.0	0.0	0.0	63	197.0	0.17258883248730963
YSG_0196b	174.0	26.0	0.0	0.0	88	200.0	0.13
YSG_0198b	248.0	50.0	1.0	0.0	72	299.0	0.1705685618729097
YSG_0199a	110.0	43.0	2.0	0.0	58	155.0	0.2903225806451613
YSG_0199b	131.0	63.0	4.0	0.0	70	198.0	0.3383838383838384
YSG_0200a	236.0	99.0	3.0	0.0	69	338.0	0.30177514792899407
YSG_0201b	124.0	43.0	3.0	0.0	86	170.0	0.27058823529411763
YSG_0203c	151.0	42.0	2.0	0.0	67	195.0	0.22564102564102564
YSG_0204d	136.0	27.0	0.0	0.0	79	163.0	0.1656441717791411
YSG_0207a	110.0	17.0	1.0	0.0	63	128.0	0.140625
YSG_0211a	210.0	55.0	0.0	0.0	58	265.0	0.20754716981132076
YSG_0211b	204.0	55.0	1.0	0.0	54	260.0	0.2153846153846154
YSG_0212a	173.0	28.0	3.0	0.0	54	204.0	0.15196078431372548
YSG_0214b	120.0	49.0	1.0	0.0	63	170.0	0.29411764705882354
YSG_0214cb	113.0	44.0	1.0	0.0	59	158.0	0.2848101265822785
YSG_0215c	151.0	39.0	3.0	0.0	71	193.0	0.21761658031088082
YSG_0217b	83.0	26.0	0.0	0.0	80	109.0	0.23853211009174313
YSG_0221a	50.0	17.0	0.0	0.0	82	67.0	0.2537313432835821
YSG_0223a	69.0	12.0	1.0	0.0	97	82.0	0.15853658536585366
YSG_0224b	180.0	32.0	0.0	0.0	65	212.0	0.1509433962264151
YSG_0225b	158.0	21.0	0.0	0.0	82	179.0	0.11731843575418995
YSG_0226b	36.0	12.0	0.0	0.0	72	48.0	0.25
YSG_0227a	72.0	0.0	0.0	0.0	55	72.0	0.0
YSG_0230b	184.0	46.0	1.0	0.0	58	231.0	0.20346320346320346
YSG_0234b	30.0	9.0	0.0	0.0	74	39.0	0.23076923076923078
YSG_0235bb	149.0	22.0	0.0	0.0	68	171.0	0.1286549707602339
YSG_0241b	203.0	34.0	0.0	0.0	55	237.0	0.14345991561181434
YSG_0242b	98.0	12.0	0.0	0.0	73	110.0	0.10909090909090909
YSG_0243c	229.0	70.0	5.0	1.0	61	305.0	0.24918032786885247
YSG_0246b	204.0	60.0	1.0	0.0	76	265.0	0.23018867924528302
YSG_0247b	375.0	119.0	2.0	0.0	59	496.0	0.2439516129032258
YSG_0249b	298.0	153.0	20.0	0.0	58	471.0	0.3673036093418259
YSG_0251b	187.0	72.0	0.0	0.0	77	259.0	0.277992277992278
YSG_0255	89.0	15.0	0.0	0.0	94	104.0	0.14423076923076922
YSG_0258b	84.0	25.0	1.0	0.0	71	110.0	0.23636363636363636
YSG_0264c	32.0	11.0	2.0	0.0	53	45.0	0.28888888888888886
YSG_0266	155.0	33.0	2.0	0.0	99	190.0	0.18421052631578946
YSG_0268	126.0	32.0	1.0	0.0	76	159.0	0.20754716981132076
YSG_0269b	98.0	18.0	0.0	0.0	97	116.0	0.15517241379310345
YSG_0271	46.0	10.0	0.0	0.0	112	56.0	0.17857142857142858
YSG_0272	119.0	17.0	0.0	0.0	109	136.0	0.125
YSG_0276	132.0	23.0	1.0	0.0	82	156.0	0.15384615384615385
YSG_0277	354.0	72.0	5.0	0.0	99	431.0	0.17865429234338748
YSG_0278	144.0	29.0	1.0	0.0	101	174.0	0.1724137931034483
YSG_0279	86.0	19.0	0.0	0.0	95	105.0	0.18095238095238095
YSG_0282	81.0	25.0	0.0	0.0	89	106.0	0.2358490566037736
YSG_0285b	36.0	7.0	0.0	0.0	101	43.0	0.16279069767441862
YSG_0286a	43.0	9.0	0.0	0.0	56	52.0	0.17307692307692307
YSG_0287b	172.0	30.0	0.0	0.0	65	202.0	0.1485148514851485
YSG_0289	88.0	17.0	1.0	0.0	82	106.0	0.16981132075471697
YSG_0290	142.0	56.0	6.0	0.0	89	204.0	0.30392156862745096
YSG_0291b	72.0	16.0	0.0	0.0	93	88.0	0.18181818181818182
YSG_0294	152.0	35.0	1.0	0.0	83	188.0	0.19148936170212766
YSG_0296b	331.0	44.0	4.0	0.0	66	379.0	0.1266490765171504
YSG_0297	146.0	37.0	0.0	0.0	99	183.0	0.20218579234972678
YSG_0298c	100.0	12.0	0.0	0.0	60	112.0	0.10714285714285714
YSG_0301	67.0	8.0	0.0	0.0	98	75.0	0.10666666666666667
YSG_0303	34.0	9.0	0.0	0.0	82	43.0	0.20930232558139536
YSG_0304b	256.0	57.0	0.0	0.0	75	313.0	0.18210862619808307
YSG_0305	119.0	27.0	0.0	0.0	97	146.0	0.18493150684931506
YSG_0307	206.0	46.0	2.0	0.0	84	254.0	0.1889763779527559
YSG_0311	215.0	58.0	1.0	0.0	78	274.0	0.21532846715328466
YSG_0313	86.0	22.0	1.0	0.0	95	109.0	0.21100917431192662
YSG_0314	193.0	55.0	3.0	0.0	87	251.0	0.23107569721115537
YSG_0315	47.0	11.0	0.0	0.0	98	58.0	0.1896551724137931
YSG_0316	70.0	14.0	0.0	0.0	96	84.0	0.16666666666666666
YSG_0317	159.0	49.0	1.0	0.0	73	209.0	0.23923444976076555
YSG_0318	154.0	24.0	0.0	0.0	90	178.0	0.1348314606741573
YSG_0319	294.0	66.0	4.0	0.0	83	364.0	0.19230769230769232
YSG_0320	129.0	32.0	0.0	0.0	90	161.0	0.19875776397515527
YSG_0322	100.0	33.0	0.0	0.0	87	133.0	0.24812030075187969
YSG_0323b	221.0	7.0	3.0	0.0	56	231.0	0.04329004329004329
YSG_0324c	144.0	21.0	0.0	0.0	92	165.0	0.12727272727272726
YSG_0326	100.0	70.0	9.0	0.0	81	179.0	0.441340782122905
YSG_0327	226.0	70.0	1.0	0.0	72	297.0	0.23905723905723905
YSG_0328	209.0	45.0	0.0	0.0	93	254.0	0.17716535433070865
YSG_0330	44.0	5.0	0.0	0.0	95	49.0	0.10204081632653061
YSG_0331	130.0	28.0	1.0	0.0	72	159.0	0.18238993710691823
YSG_0333b	183.0	21.0	1.0	0.0	76	205.0	0.1073170731707317
YSG_0334	31.0	8.0	0.0	0.0	88	39.0	0.20512820512820512
YSG_0335	45.0	14.0	0.0	0.0	97	59.0	0.23728813559322035
YSG_0336	140.0	42.0	0.0	0.0	82	182.0	0.23076923076923078
YSG_0337	270.0	62.0	1.0	0.0	85	333.0	0.1891891891891892
YSG_0338	64.0	37.0	5.0	0.0	91	106.0	0.39622641509433965
YSG_0339b	202.0	49.0	1.0	0.0	63	252.0	0.1984126984126984
YSG_0342	144.0	29.0	0.0	0.0	88	173.0	0.1676300578034682
YSG_0343	199.0	35.0	0.0	0.0	78	234.0	0.14957264957264957
YSG_0344	48.0	3.0	0.0	0.0	87	51.0	0.058823529411764705
YSG_0345	47.0	8.0	1.0	0.0	99	56.0	0.16071428571428573
YSG_0347	28.0	4.0	0.0	0.0	86	32.0	0.125
YSG_0349	155.0	36.0	2.0	0.0	93	193.0	0.19689119170984457
YSG_0350	107.0	11.0	0.0	0.0	91	118.0	0.09322033898305085
YSG_0351	78.0	11.0	0.0	0.0	94	89.0	0.12359550561797752
YSG_0352	148.0	27.0	1.0	0.0	98	176.0	0.1590909090909091
YSG_0353	53.0	15.0	0.0	0.0	95	68.0	0.22058823529411764
YSG_0354	32.0	8.0	0.0	0.0	95	40.0	0.2
YSG_0355	35.0	5.0	0.0	0.0	95	40.0	0.125
YSG_0356	39.0	19.0	3.0	0.0	81	61.0	0.36065573770491804
YSG_0357	14.0	4.0	0.0	0.0	93	18.0	0.2222222222222222
YSG_0359	192.0	38.0	3.0	0.0	77	233.0	0.1759656652360515
YSG_0360	165.0	31.0	1.0	0.0	83	197.0	0.16243654822335024
YSG_0362b	69.0	8.0	0.0	0.0	88	77.0	0.1038961038961039
YSG_0363	32.0	6.0	0.0	0.0	86	38.0	0.15789473684210525
YSG_0364	93.0	81.0	10.0	0.0	88	184.0	0.4945652173913043
YSG_0366	127.0	2.0	0.0	0.0	76	129.0	0.015503875968992248
YSG_0367	125.0	34.0	1.0	0.0	88	160.0	0.21875
YSG_0368	175.0	65.0	3.0	0.0	86	243.0	0.27983539094650206
YSG_0369	155.0	27.0	3.0	0.0	89	185.0	0.16216216216216217
YSG_0370b	231.0	40.0	0.0	0.0	90	271.0	0.14760147601476015
YSG_0371	78.0	9.0	0.0	0.0	82	87.0	0.10344827586206896
YSG_0372	62.0	6.0	0.0	0.0	72	68.0	0.08823529411764706
YSG_0373	404.0	125.0	4.0	0.0	75	533.0	0.24202626641651032
YSG_0374	91.0	17.0	1.0	0.0	78	109.0	0.1651376146788991
YSG_0375	50.0	18.0	0.0	0.0	95	68.0	0.2647058823529412
YSG_0376	306.0	50.0	1.0	0.0	80	357.0	0.14285714285714285
