og_id	x_start	x_end	num_snps	haplotype_frequencies	db	dS_b	dN_b	pi1	piS_1	piN_1	pi2	piS_2	piN_2	d1A	dS_1A	dN_1A	d1Bp	dS_1Bp	dN_1Bp	d1C	dS_1C	dN_1C	d1_closest	dS1_closest	dN1_closest	d2A	dS_2A	dN_2A	d2Bp	dS_2Bp	dN_2Bp	d2C	dS_2C	dN_2C	d2_closest	dS2_closest	dN2_closest	other_species_hits	donor_species
YSG_0014a	384	402	7	31;29	0.3333333333333338	0.5555555555555465	0.2810457516339908	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.08695652173913043	0.11764705882352944				0.2777777777777778	0.31818181818181823	0.26744186046511625	0.1111111111111111	0.08695652173913043	0.11764705882352944	0.3333333333333333	0.5714285714285714	0.2758620689655173				0.3888888888888889	0.6	0.34090909090909094	0.3333333333333333	0.5714285714285714	0.2758620689655173	;	;
YSG_0014a	557	582	9	51;9	0.29999999999999893	0.7183908045976968	0.10109289617486245	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.04040404040404041	0.25825825825825827				0.16	0.0	0.2181818181818182	0.16	0.0	0.2181818181818182	0.24	0.06578947368421052	0.3160377358490566				0.28	0.03205128205128205	0.33095238095238094	0.24	0.03205128205128205	0.3160377358490566	;	;
YSG_0014a	596	627	8	52;8	0.24893162393162405	0.5616835994194449	0.14723926380368194	0.0	0.0	0.0	0.002094855036031502	0.008379420144126008	0.0	0.25806451612903225	0.043478260869565216	0.29850746268656714				0.25806451612903225	0.0	0.31343283582089554	0.22580645161290322	0.0	0.29850746268656714	0.2903225806451613	0.16025641025641024	0.3567708333333333				0.22580645161290322	0.11538461538461536	0.328125	0.1935483870967742	0.11538461538461536	0.328125	;	;
YSG_0014a	917	933	7	47;13	0.3888888888888862	0.7246376811594236	0.2980392156862778	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.5416666666666666	0.25757575757575757				0.3125	0.5416666666666666	0.25757575757575757	0.3125	0.5416666666666666	0.25757575757575757	0.75	0.0	0.9428571428571427				0.625	0.0	0.7714285714285715	0.625	0.0	0.7714285714285715	;	;
YSG_0014g	239	255	5	56;12	0.23809523809524014	0.48000000000000015	0.17821782178218012	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0303030303030303	0.19298245614035087							0.125	0.0	0.10714285714285714	0.1875	0.0	0.2							0.1875	0.0	0.2	;	;
YSG_0014g	954	963	5	55;13	0.5555555555555475	1.2857142857143042	0.3000000000000034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.5555555555555556	1.2857142857142858	0.30000000000000004							0.5555555555555556	1.2857142857142858	0.30000000000000004	Ga0393432_025_11739_12704,Ga0374776_011_2234_3244,Ga0393414_05_2921_3931,Ga0393468_034_1368_2378,Ga0393400_009_12242_13252,Ga0393440_047_11300_12310,Ga0393518_05_2424_3434,Ga0393401_041_168_1178,Ga0393409_057_703_1713,Ga0393407_034_11011_12021,Ga0393396_054_2297_3307,Ga0393448_061_8076_9086,Ga0374780_006_20722_21732,Ga0393483_14_12258_13268,Ga0393482_057_1427_2437,Ga0374833_14_13074_14084,Ga0374815_047_5740_6750,Ga0374721_024_2123_3133,Ga0374774_039_1395_2405,Ga0374731_25_2232_3242,Ga0374825_16_3233_4243,Ga0393431_037_1416_2426,Ga0374827_06_13041_14051,Ga0393417_24_8679_9689,Ga0374816_068_1353_2363,Ga0393474_044_6073_7083,Ga0393405_061_1265_2275,Ga0393390_56_1427_2437,Ga0393427_06_17096_18106,Ga0393421_27_5877_6887,Ga0393523_01_5473_6483,Ga0374743_22_4661_5671,Ga0374819_058_1329_2339,Ga0393425_080_1387_2397,Ga0374725_04_9362_10372,Ga0393441_029_11311_12321,Ga0393447_057_8081_9091;	A;
YSG_0014hc	197	222	5	41;23	0.1724637681159413	0.27351778656126463	0.12800000000000009	0.0	0.0	0.0	0.010013175230566537	0.03107537140520655	0.0	0.2	0.17857142857142858	0.22058823529411764				0.24	0.17647058823529413	0.21818181818181814	0.2	0.17647058823529413	0.21818181818181814	0.16	0.023809523809523808	0.16666666666666669				0.2	0.0	0.2727272727272727	0.16	0.0	0.16666666666666669	;	;
YSG_0014hc	377	440	8	54;10	0.12121212121212292	0.30000000000000077	0.057534246575342944	0.0	0.0	0.0	0.0	0.0	0.0	0.1746031746031746	0.03276699029126214	0.24954545454545454				0.23809523809523808	0.02474226804123712	0.3117437722419929	0.19047619047619047	0.02474226804123712	0.24954545454545454	0.15873015873015872	0.022191400832177532	0.23168831168831167				0.19047619047619047	0.011597938144329899	0.25222419928825623	0.1746031746031746	0.011597938144329899	0.23168831168831167	;	;
YSG_0016b	797	808	5	55;5	0.33333333333333254	0.6551724137931079	0.1803278688524586	0.0	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.3157894736842105							0.2727272727272727	0.0	0.3157894736842105	0.18181818181818182	0.0	0.16666666666666666							0.18181818181818182	0.0	0.16666666666666666	;	;
YSG_0019eb	396	411	6	67;17	0.39386401326700754	0.39464745239319976	0.393960092429765	0.00919644203226296	0.0	0.012261922709683827	0.0	0.0	0.0	0.06666666666666667	0.0	0.08571428571428572				0.4666666666666667	0.0	0.6268656716417911	0.06666666666666667	0.0	0.08571428571428572	0.3333333333333333	0.17391304347826086	0.3880597014925374				0.3333333333333333	0.5384615384615385	0.25	0.3333333333333333	0.17391304347826086	0.25	Ga0374780_023_15252_15884,Ga0393431_036_3467_4099,Ga0393406_26_3965_4597,Ga0374716_11_6231_6863,Ga0393402_04_12180_12812,Ga0374722_012_13976_14608,Ga0374733_01_3067_3699,Ga0393411_17_9280_9912,Ga0393405_006_22497_23129,Ga0393401_016_11525_12157,Ga0374771_016_4677_5309,Ga0393408_34_3257_3889,Ga0393425_024_9437_10069,Ga0374758_002_18872_19504,Ga0374784_54_978_1610,Ga0393400_007_20632_21264,Ga0393414_38_6741_7373,Ga0393456_027_13287_13919,Ga0374817_007_6261_6893,Ga0393434_01_16667_17299,Ga0374830_026_14844_15476,Ga0374818_02_18995_19627,Ga0393389_004_19945_20577,Ga0393448_066_4594_5226,Ga0393468_077_1401_2033,Ga0393441_018_6094_6726,Ga0393510_03_15034_15666,Ga0374762_008_35589_36221,Ga0393409_018_6381_7013,Ga0393430_01_12930_13562,Ga0393393_009_15510_16142,Ga0393417_18_10860_11492;	A;
YSG_0019f	542	555	5	60;4	0.386111111111111			0.4166666666666667			0.07903327055869577	0.2547551789077209	0.028827011030400803	0.3076923076923077	0.17647058823529413	0.2727272727272727				0.15384615384615385	0.1	0.1923076923076923	0.07692307692307693	0.0	0.0	0.0	0.0	0.0				0.15384615384615385	0.15789473684210528	0.169811320754717	0.0	0.0	0.0	Ga0374784_61_2061_2657,Ga0374740_053_5118_5714,Ga0393428_104_683_1279,Ga0374839_037_679_1275,Ga0393441_005_42993_43589;Ga0374736_36_1159_1755,Ga0374730_003_11433_12029,Ga0393413_08_11294_11890,Ga0393406_21_3972_4568,Ga0393429_073_2823_3419,Ga0393427_10_5684_6280,Ga0393394_008_17536_18132,Ga0393392_007_23913_24509,Ga0393407_008_733_1329,Ga0393447_006_681_1277,Ga0374827_11_683_1279,Ga0374726_025_9550_10146,Ga0374762_010_684_1280,Ga0393515_022_545_1141,Ga0393421_41_2697_3293,Ga0374780_004_683_1279,Ga0374774_054_644_1240,Ga0374758_018_20439_21035,Ga0374721_011_18079_18675,Ga0393401_023_682_1278,Ga0374830_082_733_1329	A;A
YSG_0027ca	131	138	5	70;3	0.4238095238095241	0.8007763975155284	0.24675655976676455	0.0	0.0	0.0	0.01359558316080049	0.03103820495124846	0.003809523809523812	0.14285714285714285	0.0	0.0				0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.7142857142857143	0.0	1.0				0.7142857142857143	0.0	1.0	0.5714285714285714	0.0	1.0	Ga0393414_15_7946_9130,Ga0393411_35_8247_9431,Ga0393403_10_4916_6100,Ga0393404_013_3608_4792,Ga0393389_046_5127_6311,Ga0393525_14_6879_8063,Ga0393405_036_6840_8024,Ga0374774_015_8460_9644,Ga0374726_005_14510_15694,Ga0374816_015_8619_9803,Ga0393474_021_11082_12266,Ga0393391_007_13785_14969,Ga0374736_51_1472_2656,Ga0393447_004_24649_25833,Ga0393456_040_2500_3684,Ga0393426_031_7082_8281,Ga0393416_05_16940_18139,Ga0393448_062_1768_2967,Ga0393430_12_9837_11036,Ga0393433_034_6446_7645,Ga0374762_048_7218_8417,Ga0393393_024_6543_7742,Ga0393421_11_7780_8979,Ga0374839_004_8652_9851,Ga0374811_08_12741_13940,Ga0374776_041_2933_4117,Ga0374780_018_14357_15541,Ga0393440_035_9931_11130,Ga0393468_038_4871_6070,Ga0374828_04_612_1811,Ga0374708_62_673_1872,Ga0374716_57_1853_3052,Ga0374717_22_14731_15930;	C;
YSG_0027cb	1028	1065	10	56;12	0.23809523809524014	0.6513157894736866	0.05965909090909119	0.0	0.0	0.0	0.0	0.0	0.0	0.16216216216216217	0.04678362573099415	0.1719077568134172				0.10810810810810811	0.0	0.14906832298136646	0.0	0.0	0.14906832298136646	0.10810810810810811	0.03571428571428572	0.13749999999999998				0.16216216216216217	0.07407407407407407	0.16049382716049382	1.0	0.03571428571428572	0.13749999999999998	Ga0393454_49_3625_4776,Ga0374722_012_16039_17235,Ga0374758_002_16245_17441,Ga0374771_016_2050_3246,Ga0374716_11_3604_4800,Ga0374780_023_17315_18511,Ga0393430_01_10303_11499,Ga0374733_01_440_1636,Ga0393401_016_13588_14784,Ga0393453_020_3637_4833,Ga0393448_066_1967_3163,Ga0393402_04_9553_10749,Ga0393406_26_1338_2534,Ga0393393_009_17573_18769,Ga0393429_061_1967_3163,Ga0393425_024_11500_12696,Ga0393389_004_17318_18514,Ga0393510_03_17097_18293,Ga0393408_34_5320_6516,Ga0393434_01_18711_19907,Ga0393409_018_8444_9640,Ga0374774_025_1105_2301,Ga0393411_17_11343_12539,Ga0393456_027_10660_11856,Ga0393416_54_2050_3246,Ga0393431_036_5530_6726,Ga0374818_02_16368_17564,Ga0374819_080_3104_4300,Ga0374817_007_3634_4830,Ga0393405_006_24541_25737,Ga0393400_007_22676_23872,Ga0393441_018_3492_4682,Ga0374717_03_24647_25837;	C;
YSG_0027cb	1088	1128	6	60;8	0.13333333333333294	0.2941176470588241	0.07920792079207926	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.06896551724137931	0.18181818181818177				0.05	0.03571428571428572	0.05617977528089886	0.05	0.03571428571428572	0.05617977528089886	0.075	0.016949152542372878	0.09714285714285711				0.1	0.017543859649122806	0.09604519774011296	0.075	0.016949152542372878	0.09604519774011296	;	;
YSG_0029a	705	717	5	46;30	0.33333333333332704	0.9000000000000028	0.17142857142857604	0.0	0.0	0.0	0.0	0.0	0.0	0.4166666666666667	1.125	0.21428571428571427							0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	Ga0374776_115_1587_2360;Ga0374733_07_480_1253,Ga0374726_038_411_1184,Ga0393389_147_1552_2325,Ga0374739_05_13110_13883,Ga0374833_19_3562_4335,Ga0374712_07_8210_8983,Ga0374830_095_3510_4283,Ga0374811_33_3418_4191,Ga0374722_007_4598_5371,Ga0393435_070_5231_6004,Ga0374762_007_12793_13566,Ga0393420_021_2744_3517,Ga0393396_100_3141_3914,Ga0393412_11_3504_4277,Ga0374721_074_448_1221,Ga0393523_52_1552_2325,Ga0393417_40_458_1231,Ga0393431_059_3566_4339,Ga0393429_082_393_1166,Ga0393405_067_5252_6025,Ga0393402_08_11613_12386,Ga0393410_09_15737_16510,Ga0393425_007_15389_16162,Ga0374774_177_2051_2824,Ga0374780_148_3854_4627,Ga0393426_013_13915_14688,Ga0393456_032_419_1192,Ga0374758_129_440_1213,Ga0393397_081_2607_3398	A;A
YSG_0029g	122	142	5	52;22	0.2083333333333367	0.24324324324324756	0.19626168224298468	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.36585365853658536				0.35	0.0	0.3488372093023256	0.35	0.0	0.3488372093023256	0.2	0.0	0.2195121951219512				0.2	0.0	0.20930232558139536	0.2	0.0	0.20930232558139536	;	;
YSG_0030ba	98	132	7	74;6	0.18018018018018161	0.4322863403944461	0.06358108108108107	0.0	0.0	0.0	0.0013860013860013825	0.0	0.002027027027027024	0.14705882352941177	0.0	0.19999999999999998							0.14705882352941177	0.0	0.19999999999999998	0.17647058823529413	0.0	0.2027027027027027							0.17647058823529413	0.0	0.2027027027027027	;	;
YSG_0030ba	293	321	9	71;9	0.2727272727272726	0.4827586206896524	0.18571428571428406	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.022727272727272728	0.09322033898305085							0.07142857142857142	0.022727272727272728	0.09322033898305085	0.2857142857142857	0.13636363636363638	0.30508474576271183							0.2857142857142857	0.13636363636363638	0.30508474576271183	;	;
YSG_0031a	323	351	5	70;12	0.15238095238095398	0.6276785714285715	0.06075731497418188	0.0	0.0	0.0	0.0017316017316017305	0.005357142857142857	0.0010327022375215145	0.14285714285714285	0.09090909090909093	0.1694915254237288				0.17857142857142858	0.12195121951219513	0.2066115702479339	0.14285714285714285	0.09090909090909093	0.1694915254237288	0.14285714285714285	0.04761904761904763	0.1333333333333333				0.10714285714285714	0.025641025641025647	0.08943089430894309	0.07142857142857142	0.025641025641025647	0.08943089430894309	;	;
YSG_0031a	362	411	10	64;18	0.18518518518518873	0.5679012345678986	0.05761316872428032	0.0	0.0	0.0	0.0	0.0	0.0	0.20408163265306123	0.027777777777777776	0.24074074074074073				0.32653061224489793	0.044897959183673466	0.39842726081258195	0.20408163265306123	0.027777777777777776	0.237221494102228	0.12244897959183673	0.0	0.16822429906542055				0.12244897959183673	0.0	0.19444444444444445	0.04081632653061224	0.0	0.05555555555555555	;	;
YSG_0031a	512	675	42	76;6	0.25198412698412653	0.5819940217436369	0.16356638159573234	0.0	0.0	0.0	0.0031746031746031746	0.015238095238095245	0.0	0.1901840490797546	0.13546025104602508	0.2095839017735334				0.18404907975460122	0.14831573655103067	0.18874541686593332	0.17791411042944785	0.12095639943741211	0.18874541686593332	0.12883435582822086	0.09208819714656291	0.15990675990675987				0.18404907975460122	0.026455026455026447	0.2407407407407407	0.06748466257668712	0.02450980392156862	0.07730623630205219	;	;
YSG_0031a	692	702	5	75;7	0.3333333333333345	0.75	0.18181818181818313	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3529411764705882				0.3	0.0	0.3529411764705882	0.0	0.0	0.0	0.2	0.13333333333333333	0.4102564102564103				0.2	0.06666666666666667	0.28205128205128205	0.1	0.06666666666666667	0.28205128205128205	Ga0393441_011_15121_16428,Ga0393440_005_20750_22057;Ga0374717_08_4744_6015	A;C
YSG_0031a	896	912	10	75;7	0.4761904761904799	1.0434782608695667	0.3495145631067947	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.27272727272727276	0.17647058823529413				0.3125	0.6000000000000001	0.17142857142857143	0.0	0.0	0.0	0.4375	0.0	0.6666666666666665				0.375	0.0	0.5675675675675675	0.3125	0.0	0.5675675675675675	Ga0374758_012_8255_9562,Ga0393440_005_20750_22057;	A;
YSG_0031ba	1082	1107	5	54;4	0.1666666666666668	0.6666666666666672	0.0416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.07142857142857142	0.5825688073394495				0.2	0.0	0.21052631578947367	0.12	0.0	0.21052631578947367	0.44	0.39189189189189183	0.4813084112149532				0.0	0.0	0.0	0.0	0.0	0.0	;Ga0374717_20_27941_29209	;C
YSG_0031bbb	562	589	8	39;17	0.30110608345902756	0.6180072028811436	0.18374494836102492	0.0017094017094017103	0.006153846153846158	0.0	0.00392156862745098	0.0	0.0053475935828877	0.14814814814814814	0.1935483870967742	0.13740458015267173							0.14814814814814814	0.1935483870967742	0.13740458015267173	0.2962962962962963	0.3333333333333333	0.3333333333333333							0.25925925925925924	0.3333333333333333	0.2769230769230769	;	;
YSG_0031bbb	975	1005	7	40;16	0.2140151515151544	0.505681818181818	0.13068181818181696	0.0037878787878787862	0.01190476190476191	0.001602564102564103	0.0	0.0	0.0	0.23333333333333334	0.3636363636363637	0.2352941176470588							0.26666666666666666	0.3636363636363637	0.2352941176470588	0.3333333333333333	0.5555555555555556	0.2657004830917874							0.3333333333333333	0.5357142857142857	0.2657004830917874	;	;
YSG_0031bbb	1097	1125	19	47;9	0.6333333333333309	1.111111111111101	0.42857142857142594	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.36363636363636365	0.6511627906976745							0.5714285714285714	0.36363636363636365	0.6511627906976745	0.42857142857142855	0.35294117647058826	0.6093749999999999							0.5714285714285714	0.35294117647058826	0.6093749999999999	;	;
YSG_0032b	251	310	8	76;5	0.12740183792815335	0.2175015852885218	0.1020517395182874	0.0008242829295460851	0.0012364243943191282	0.0007065282253252184	0.0	0.0	0.0	0.2033898305084746	0.202247191011236	0.18972332015810275							0.2033898305084746	0.202247191011236	0.18708827404479578	0.1694915254237288	0.11627906976744187	0.21875							0.1864406779661017	0.11627906976744187	0.21093749999999997	;	;
YSG_0033b	644	673	9	49;10	0.2727272727272702	0.6214285714285678	0.13521126760563387	0.0	0.0	0.0	0.0	0.0	0.0	0.1724137931034483	0.0	0.24193548387096778				0.10344827586206896	0.027027027027027025	0.13599999999999998	0.0	0.0	0.0	0.1724137931034483	0.03787878787878787	0.26937984496124034				0.2413793103448276	0.07500000000000001	0.30461538461538457	0.1724137931034483	0.03787878787878787	0.26937984496124034	Ga0374767_164_1929_2657;	A;
YSG_0037c	233	253	5	65;5	0.20833333333333398	0.5116279069767422	0.07920792079207926	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1714285714285714							0.0	0.0	0.0	0.15	0.0	0.0857142857142857							0.0	0.0	0.0	Ga0374771_003_25799_26284,Ga0374758_011_7805_8290,Ga0374776_019_8427_8912,Ga0374780_001_27484_27969,Ga0393448_031_2176_2661,Ga0374818_27_8362_8847,Ga0374819_011_2233_2718,Ga0374816_019_1854_2339,Ga0374817_005_3680_4165,Ga0393406_06_7611_8096,Ga0393394_099_1220_1705,Ga0393390_44_4583_5068,Ga0393429_041_7665_8150,Ga0393428_007_16045_16530,Ga0393415_04_10584_11069;Ga0374722_049_2135_2620,Ga0374726_004_13874_14359,Ga0374716_06_6451_6936,Ga0374774_157_2159_2644,Ga0393474_003_21183_21668,Ga0393467_053_2164_2649,Ga0393408_21_8456_8941,Ga0393423_21_6978_7463,Ga0393412_08_15012_15497,Ga0393523_07_6115_6600,Ga0393391_026_2181_2666,Ga0393433_004_16295_16795,Ga0374714_012_13973_14473,Ga0393417_61_1169_1669,Ga0374762_038_7728_8228	A;A
YSG_0038b	9	42	9	56;27	0.25	0.40229885057471854	0.1940928270042248	0.0	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.47058823529411764	0.2040816326530612				0.3939393939393939	0.9600000000000002	0.28378378378378377	0.2727272727272727	0.47058823529411764	0.2040816326530612	0.18181818181818182	0.339622641509434	0.12413793103448276				0.42424242424242425	0.8076923076923077	0.28767123287671237	0.18181818181818182	0.339622641509434	0.12413793103448276	;	;
YSG_0038b	722	756	5	63;20	0.12820512820512928	0.2777777777777728	0.06172839506172911	0.0	0.0	0.0	0.0	0.0	0.0	0.029411764705882353	0.016393442622950817	0.12408759124087589				0.11764705882352941	0.03636363636363636	0.19580419580419584	0.08823529411764706	0.016393442622950817	0.12408759124087589	0.17647058823529413	0.0	0.21428571428571427				0.20588235294117646	0.0	0.28767123287671237	0.14705882352941177	0.0	0.21428571428571427	;	;
YSG_0038b	770	795	9	65;18	0.3000000000000065	0.7346938775510008	0.13740458015267115	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.339622641509434				0.2	0.0	0.2222222222222222	0.16	0.0	0.2222222222222222	0.12	0.02564102564102564	0.10476190476190476				0.16	0.08108108108108107	0.19626168224299068	0.12	0.02564102564102564	0.10476190476190476	;	;
YSG_0038c	17	39	6	57;12	0.2222222222222256	0.5882352941176409	0.05405405405405381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.2727272727272727	0.037037037037037035	0.31851851851851853							0.0	0.0	0.0	Ga0393408_45_4326_6113,Ga0393412_01_7698_9485,Ga0374722_006_2913_4700,Ga0374712_34_2082_3869,Ga0393407_041_108_1895,Ga0374729_10_1156_2943,Ga0374774_002_17243_19030,Ga0374776_056_2913_4700,Ga0393435_010_1181_2968,Ga0393414_25_2177_3964,Ga0393401_026_10017_11804,Ga0393429_001_11717_13504,Ga0393422_004_26813_28600,Ga0374780_029_12319_14115;Ga0393411_60_29_1816	A;A
