	1	2	3	4	n	L	fraction_polymorphic
YSG_0044b	640.0	32.0	0.0	0.0	76	672.0	0.047619047619047616
YSG_0044c	579.0	45.0	0.0	0.0	74	624.0	0.07211538461538461
YSG_0046a	1501.0	133.0	4.0	0.0	64	1638.0	0.08363858363858363
YSG_0046b	1120.0	74.0	0.0	0.0	79	1194.0	0.06197654941373534
YSG_0046c	1518.0	146.0	1.0	0.0	72	1665.0	0.08828828828828829
YSG_0048a	607.0	23.0	0.0	0.0	80	630.0	0.03650793650793651
YSG_0048b	543.0	48.0	0.0	0.0	70	591.0	0.08121827411167512
YSG_0048c	563.0	103.0	6.0	0.0	73	672.0	0.16220238095238096
YSG_0050b	736.0	55.0	1.0	0.0	73	792.0	0.0707070707070707
YSG_0050c	718.0	53.0	0.0	0.0	78	771.0	0.06874189364461739
YSG_0053a	727.0	58.0	1.0	0.0	82	786.0	0.07506361323155217
YSG_0053c	657.0	91.0	5.0	0.0	81	753.0	0.12749003984063745
YSG_0054a	343.0	47.0	0.0	0.0	81	390.0	0.12051282051282051
YSG_0054c	532.0	102.0	5.0	0.0	83	639.0	0.1674491392801252
YSG_0055b	556.0	38.0	0.0	0.0	55	594.0	0.06397306397306397
YSG_0055c	529.0	46.0	1.0	0.0	89	576.0	0.08159722222222222
YSG_0057a	1438.0	218.0	20.0	1.0	58	1677.0	0.14251639833035182
YSG_0057b	1538.0	75.0	1.0	0.0	81	1614.0	0.04708798017348203
YSG_0057c	1516.0	179.0	3.0	0.0	66	1698.0	0.1071849234393404
YSG_0058aa	542.0	30.0	1.0	0.0	55	573.0	0.05410122164048865
YSG_0058b	578.0	52.0	0.0	0.0	81	630.0	0.08253968253968254
YSG_0060ab	842.0	201.0	4.0	0.0	70	1047.0	0.19579751671442217
YSG_0060b	999.0	59.0	1.0	0.0	82	1059.0	0.056657223796033995
YSG_0062aa	906.0	39.0	0.0	0.0	55	945.0	0.04126984126984127
YSG_0062ab	874.0	55.0	1.0	0.0	72	930.0	0.060215053763440864
YSG_0062b	1106.0	76.0	0.0	0.0	76	1182.0	0.06429780033840947
YSG_0063c	307.0	63.0	2.0	0.0	76	372.0	0.17473118279569894
YSG_0064a	334.0	70.0	1.0	0.0	73	405.0	0.17530864197530865
YSG_0064b	429.0	14.0	1.0	0.0	74	444.0	0.033783783783783786
YSG_0066b	906.0	60.0	0.0	0.0	58	966.0	0.062111801242236024
YSG_0066c	1747.0	139.0	1.0	0.0	60	1887.0	0.07419183889772125
YSG_0067a	110.0	1.0	0.0	0.0	73	111.0	0.009009009009009009
YSG_0067c	446.0	20.0	2.0	0.0	82	468.0	0.04700854700854701
YSG_0068a	980.0	135.0	4.0	0.0	85	1119.0	0.12421805183199285
YSG_0068b	944.0	161.0	5.0	0.0	55	1110.0	0.14954954954954955
YSG_0068c	1080.0	92.0	4.0	0.0	76	1176.0	0.08163265306122448
YSG_0069c	1080.0	88.0	2.0	0.0	65	1170.0	0.07692307692307693
YSG_0070c	1117.0	62.0	0.0	0.0	60	1179.0	0.05258693808312129
YSG_0070f	1121.0	88.0	0.0	0.0	54	1209.0	0.07278742762613731
YSG_0071a	1432.0	76.0	1.0	0.0	64	1509.0	0.051027170311464545
YSG_0071bb	1535.0	87.0	1.0	0.0	60	1623.0	0.054220579174368455
YSG_0078f	650.0	102.0	4.0	0.0	90	756.0	0.1402116402116402
YSG_0079a	1315.0	77.0	0.0	0.0	65	1392.0	0.05531609195402299
YSG_0079b	1319.0	88.0	0.0	0.0	91	1407.0	0.06254442075337598
YSG_0083c	832.0	45.0	2.0	0.0	64	879.0	0.053469852104664393
YSG_0084ba	699.0	86.0	10.0	0.0	54	795.0	0.12075471698113208
YSG_0084bb	755.0	58.0	0.0	0.0	94	813.0	0.07134071340713408
YSG_0085b	1198.0	76.0	1.0	0.0	62	1275.0	0.0603921568627451
YSG_0085c	1087.0	66.0	2.0	0.0	79	1155.0	0.05887445887445888
YSG_0088a	1069.0	122.0	0.0	0.0	83	1191.0	0.10243492863140219
YSG_0089a	629.0	52.0	0.0	0.0	71	681.0	0.0763582966226138
YSG_0090a	797.0	63.0	1.0	0.0	77	861.0	0.0743321718931475
YSG_0090b	1043.0	66.0	1.0	0.0	82	1110.0	0.06036036036036036
YSG_0091c	331.0	17.0	0.0	0.0	75	348.0	0.04885057471264368
YSG_0093a	366.0	28.0	2.0	0.0	94	396.0	0.07575757575757576
YSG_0094a	2078.0	121.0	0.0	0.0	71	2199.0	0.055025011368804
YSG_0095a	908.0	154.0	3.0	0.0	71	1065.0	0.14741784037558686
YSG_0095b	1082.0	109.0	3.0	0.0	86	1194.0	0.09380234505862646
YSG_0096a	1324.0	134.0	3.0	0.0	70	1461.0	0.09377138945927448
YSG_0096b	1290.0	93.0	3.0	0.0	82	1386.0	0.06926406926406926
YSG_0097a	1539.0	82.0	2.0	0.0	77	1623.0	0.051756007393715345
YSG_0097b	2027.0	92.0	2.0	0.0	73	2121.0	0.04431871758604432
YSG_0098b	480.0	30.0	0.0	0.0	84	510.0	0.058823529411764705
YSG_0099b	768.0	78.0	0.0	0.0	87	846.0	0.09219858156028368
YSG_0100b	990.0	88.0	2.0	0.0	80	1080.0	0.08333333333333333
YSG_0101b	689.0	45.0	1.0	0.0	75	735.0	0.06258503401360545
YSG_0101c	833.0	36.0	1.0	0.0	81	870.0	0.04252873563218391
YSG_0102a	2199.0	354.0	12.0	0.0	62	2565.0	0.14269005847953217
YSG_0102b	1814.0	577.0	52.0	2.0	57	2445.0	0.25807770961145193
YSG_0103b	675.0	57.0	0.0	0.0	77	732.0	0.0778688524590164
YSG_0104a	1842.0	246.0	9.0	0.0	68	2097.0	0.12160228898426323
YSG_0104b	1850.0	215.0	5.0	0.0	81	2070.0	0.10628019323671498
YSG_0105a	405.0	99.0	9.0	0.0	79	513.0	0.21052631578947367
YSG_0105b	508.0	46.0	1.0	0.0	86	555.0	0.08468468468468468
YSG_0106a	587.0	64.0	0.0	0.0	88	651.0	0.09831029185867896
YSG_0106b	609.0	80.0	4.0	0.0	82	693.0	0.12121212121212122
YSG_0107a	1030.0	87.0	2.0	0.0	74	1119.0	0.07953529937444147
YSG_0107b	841.0	99.0	5.0	0.0	65	945.0	0.11005291005291006
YSG_0108a	1926.0	284.0	21.0	1.0	75	2232.0	0.13709677419354838
YSG_0108b	1973.0	228.0	13.0	0.0	72	2214.0	0.10885275519421861
YSG_0109a	671.0	40.0	0.0	0.0	74	711.0	0.05625879043600562
YSG_0109b	565.0	54.0	2.0	0.0	77	621.0	0.09017713365539452
YSG_0110a	512.0	10.0	0.0	0.0	71	522.0	0.019157088122605363
YSG_0110b	449.0	52.0	0.0	0.0	75	501.0	0.10379241516966067
YSG_0111a	1627.0	124.0	1.0	0.0	58	1752.0	0.07134703196347032
YSG_0115a	1637.0	136.0	3.0	0.0	77	1776.0	0.07826576576576577
YSG_0115b	1575.0	152.0	1.0	0.0	70	1728.0	0.08854166666666667
YSG_0116a	328.0	11.0	0.0	0.0	85	339.0	0.032448377581120944
YSG_0116b	232.0	26.0	0.0	0.0	82	258.0	0.10077519379844961
YSG_0118a	602.0	46.0	0.0	0.0	57	648.0	0.07098765432098765
YSG_0118b	552.0	68.0	4.0	0.0	87	624.0	0.11538461538461539
YSG_0119c	677.0	92.0	2.0	0.0	76	771.0	0.1219195849546044
YSG_0120a	924.0	45.0	0.0	0.0	72	969.0	0.04643962848297214
YSG_0120b	839.0	52.0	0.0	0.0	76	891.0	0.058361391694725026
YSG_0121a	1431.0	101.0	1.0	0.0	68	1533.0	0.06653620352250489
YSG_0121b	1206.0	128.0	1.0	0.0	65	1335.0	0.09662921348314607
YSG_0123b	867.0	24.0	0.0	0.0	88	891.0	0.026936026936026935
YSG_0125a	502.0	29.0	0.0	0.0	75	531.0	0.054613935969868174
YSG_0125b	1376.0	212.0	8.0	0.0	76	1596.0	0.13784461152882205
YSG_0126c	1125.0	50.0	1.0	0.0	64	1176.0	0.04336734693877551
YSG_0127b	1570.0	188.0	3.0	0.0	74	1761.0	0.1084611016467916
YSG_0128a	411.0	39.0	0.0	0.0	74	450.0	0.08666666666666667
YSG_0128b	419.0	33.0	1.0	0.0	85	453.0	0.07505518763796909
YSG_0129a	1347.0	111.0	0.0	0.0	77	1458.0	0.07613168724279835
YSG_0129b	1239.0	77.0	4.0	0.0	76	1320.0	0.06136363636363636
YSG_0130b	535.0	129.0	5.0	0.0	95	669.0	0.20029895366218237
YSG_0132a	356.0	42.0	1.0	0.0	86	399.0	0.10776942355889724
YSG_0132b	1580.0	145.0	0.0	0.0	68	1725.0	0.08405797101449275
YSG_0133b	850.0	101.0	3.0	0.0	84	954.0	0.1090146750524109
YSG_0134a	905.0	46.0	0.0	0.0	77	951.0	0.048370136698212406
YSG_0134b	912.0	88.0	2.0	0.0	79	1002.0	0.08982035928143713
YSG_0135a	270.0	3.0	0.0	0.0	79	273.0	0.01098901098901099
YSG_0135b	264.0	15.0	0.0	0.0	86	279.0	0.053763440860215055
YSG_0136b	922.0	58.0	1.0	0.0	83	981.0	0.060142711518858305
YSG_0137a	359.0	36.0	1.0	0.0	79	396.0	0.09343434343434344
YSG_0137b	689.0	63.0	1.0	0.0	79	753.0	0.0849933598937583
YSG_0138a	1218.0	72.0	0.0	0.0	78	1290.0	0.05581395348837209
YSG_0138b	1063.0	204.0	8.0	0.0	82	1275.0	0.16627450980392156
YSG_0139a	1086.0	78.0	0.0	0.0	68	1164.0	0.06701030927835051
YSG_0141a	1119.0	206.0	4.0	0.0	61	1329.0	0.1580135440180587
YSG_0141b	1829.0	163.0	6.0	0.0	60	1998.0	0.08458458458458458
YSG_0142a	933.0	75.0	0.0	0.0	57	1008.0	0.0744047619047619
YSG_0142b	862.0	174.0	14.0	0.0	79	1050.0	0.17904761904761904
YSG_0143a	1765.0	118.0	1.0	0.0	67	1884.0	0.06316348195329087
YSG_0143b	1743.0	167.0	4.0	0.0	84	1914.0	0.08934169278996865
YSG_0144b	922.0	55.0	1.0	0.0	81	978.0	0.05725971370143149
YSG_0145a	493.0	50.0	0.0	0.0	76	543.0	0.09208103130755065
YSG_0145b	394.0	17.0	0.0	0.0	85	411.0	0.0413625304136253
YSG_0147a	1112.0	111.0	1.0	0.0	55	1224.0	0.0915032679738562
YSG_0147b	1135.0	86.0	0.0	0.0	81	1221.0	0.07043407043407043
YSG_0148b	477.0	110.0	7.0	0.0	79	594.0	0.19696969696969696
YSG_0149b	1021.0	199.0	16.0	0.0	78	1236.0	0.1739482200647249
YSG_0150b	1209.0	97.0	2.0	0.0	65	1308.0	0.07568807339449542
YSG_0151a	1637.0	92.0	2.0	0.0	55	1731.0	0.05430387059503177
YSG_0151b	1596.0	129.0	3.0	0.0	69	1728.0	0.0763888888888889
YSG_0152a	459.0	56.0	1.0	0.0	64	516.0	0.11046511627906977
YSG_0152b	504.0	30.0	0.0	0.0	77	534.0	0.056179775280898875
YSG_0154a	1043.0	69.0	1.0	0.0	58	1113.0	0.06289308176100629
YSG_0154b	986.0	91.0	0.0	0.0	68	1077.0	0.08449396471680594
YSG_0155b	614.0	36.0	1.0	0.0	83	651.0	0.05683563748079877
YSG_0156a	680.0	76.0	0.0	0.0	80	756.0	0.10052910052910052
YSG_0156b	651.0	61.0	2.0	0.0	71	714.0	0.08823529411764706
YSG_0157a	351.0	30.0	0.0	0.0	77	381.0	0.07874015748031496
YSG_0157b	255.0	18.0	0.0	0.0	75	273.0	0.06593406593406594
YSG_0158a	579.0	62.0	1.0	0.0	76	642.0	0.09813084112149532
YSG_0158b	671.0	62.0	2.0	0.0	59	735.0	0.08707482993197278
YSG_0159a	720.0	54.0	3.0	0.0	68	777.0	0.07335907335907337
YSG_0159b	677.0	39.0	1.0	0.0	70	717.0	0.05578800557880056
YSG_0160a	342.0	106.0	2.0	0.0	78	450.0	0.24
YSG_0160b	361.0	73.0	4.0	0.0	69	438.0	0.17579908675799086
YSG_0161ba	679.0	87.0	2.0	0.0	68	768.0	0.11588541666666667
YSG_0161bb	753.0	71.0	1.0	0.0	67	825.0	0.08727272727272728
YSG_0164a	317.0	72.0	4.0	0.0	70	393.0	0.19338422391857507
YSG_0164b	401.0	37.0	0.0	0.0	72	438.0	0.08447488584474885
YSG_0166a	515.0	31.0	0.0	0.0	72	546.0	0.056776556776556776
YSG_0166b	938.0	160.0	6.0	0.0	64	1104.0	0.1503623188405797
YSG_0167a	958.0	82.0	1.0	0.0	68	1041.0	0.07973102785782901
YSG_0167b	994.0	83.0	3.0	0.0	77	1080.0	0.07962962962962963
YSG_0168b	430.0	20.0	0.0	0.0	81	450.0	0.044444444444444446
YSG_0169b	1533.0	201.0	12.0	0.0	87	1746.0	0.12199312714776632
YSG_0170b	319.0	20.0	0.0	0.0	78	339.0	0.058997050147492625
YSG_0170c	1242.0	127.0	2.0	0.0	54	1371.0	0.09409190371991247
YSG_0171a	813.0	36.0	0.0	0.0	64	849.0	0.04240282685512368
YSG_0171b	838.0	38.0	0.0	0.0	70	876.0	0.04337899543378995
YSG_0173a	773.0	79.0	3.0	0.0	69	855.0	0.09590643274853801
YSG_0173b	892.0	64.0	1.0	0.0	63	957.0	0.06792058516196448
YSG_0174a	251.0	62.0	5.0	0.0	52	318.0	0.21069182389937108
YSG_0174b	397.0	26.0	0.0	0.0	54	423.0	0.061465721040189124
YSG_0175a	901.0	20.0	0.0	0.0	64	921.0	0.021715526601520086
YSG_0175b	879.0	77.0	1.0	0.0	67	957.0	0.08150470219435736
YSG_0176b	1297.0	150.0	2.0	0.0	67	1449.0	0.1048999309868875
YSG_0178a	1192.0	90.0	2.0	0.0	60	1284.0	0.07165109034267912
YSG_0178b	1348.0	104.0	3.0	0.0	64	1455.0	0.07353951890034365
YSG_0179a	669.0	36.0	0.0	0.0	64	705.0	0.05106382978723404
YSG_0179b	659.0	115.0	0.0	0.0	69	774.0	0.14857881136950904
YSG_0180b	295.0	17.0	0.0	0.0	76	312.0	0.05448717948717949
YSG_0183a	877.0	44.0	0.0	0.0	60	921.0	0.04777415852334419
YSG_0183b	1044.0	83.0	1.0	0.0	74	1128.0	0.07446808510638298
YSG_0184b	451.0	53.0	0.0	0.0	73	504.0	0.10515873015873016
YSG_0185a	1184.0	135.0	1.0	0.0	74	1320.0	0.10303030303030303
YSG_0187c	1308.0	96.0	0.0	0.0	71	1404.0	0.06837606837606838
YSG_0188a	772.0	109.0	6.0	1.0	59	888.0	0.13063063063063063
YSG_0188b	1010.0	64.0	0.0	0.0	71	1074.0	0.0595903165735568
YSG_0189b	1045.0	171.0	10.0	1.0	76	1227.0	0.14832925835370822
YSG_0190bb	290.0	135.0	70.0	15.0	64	510.0	0.43137254901960786
YSG_0192b	850.0	58.0	1.0	0.0	79	909.0	0.06490649064906491
YSG_0195a	712.0	47.0	0.0	0.0	63	759.0	0.061923583662714096
YSG_0195b	756.0	78.0	0.0	0.0	63	834.0	0.09352517985611511
YSG_0196b	1050.0	62.0	1.0	0.0	88	1113.0	0.05660377358490566
YSG_0198b	1298.0	90.0	1.0	0.0	72	1389.0	0.06551475881929446
YSG_0199a	691.0	114.0	2.0	0.0	58	807.0	0.14374225526641884
YSG_0199b	871.0	175.0	4.0	0.0	70	1050.0	0.17047619047619048
YSG_0200a	1467.0	219.0	6.0	0.0	69	1692.0	0.13297872340425532
YSG_0201b	700.0	120.0	5.0	0.0	86	825.0	0.15151515151515152
YSG_0203c	850.0	83.0	3.0	0.0	67	936.0	0.09188034188034189
YSG_0204d	757.0	55.0	1.0	0.0	79	813.0	0.06888068880688807
YSG_0207a	618.0	32.0	1.0	0.0	63	651.0	0.05069124423963134
YSG_0211a	1289.0	125.0	2.0	0.0	58	1416.0	0.08968926553672317
YSG_0211b	1306.0	124.0	1.0	0.0	54	1431.0	0.08735150244584207
YSG_0212a	811.0	65.0	3.0	0.0	54	879.0	0.07736063708759955
YSG_0214b	672.0	110.0	1.0	0.0	63	783.0	0.1417624521072797
YSG_0214cb	668.0	90.0	1.0	0.0	59	759.0	0.11989459815546773
YSG_0215c	795.0	120.0	6.0	0.0	71	921.0	0.13680781758957655
YSG_0217b	493.0	50.0	0.0	0.0	80	543.0	0.09208103130755065
YSG_0221a	300.0	45.0	0.0	0.0	82	345.0	0.13043478260869565
YSG_0223a	397.0	37.0	1.0	0.0	97	435.0	0.08735632183908046
YSG_0224b	1061.0	70.0	0.0	0.0	65	1131.0	0.0618921308576481
YSG_0225b	905.0	52.0	0.0	0.0	82	957.0	0.054336468129571575
YSG_0226b	260.0	22.0	0.0	0.0	72	282.0	0.07801418439716312
YSG_0227a	324.0	3.0	0.0	0.0	55	327.0	0.009174311926605505
YSG_0230b	1060.0	103.0	1.0	0.0	58	1164.0	0.08934707903780069
YSG_0234b	187.0	23.0	0.0	0.0	74	210.0	0.10952380952380952
YSG_0235bb	845.0	43.0	0.0	0.0	68	888.0	0.04842342342342342
YSG_0241b	1259.0	75.0	1.0	0.0	55	1335.0	0.05692883895131086
YSG_0242b	583.0	32.0	0.0	0.0	73	615.0	0.05203252032520325
YSG_0243c	1378.0	142.0	6.0	1.0	61	1527.0	0.09757694826457106
YSG_0246b	1120.0	109.0	1.0	0.0	76	1230.0	0.08943089430894309
YSG_0247b	2124.0	300.0	6.0	0.0	59	2430.0	0.1259259259259259
YSG_0249b	2188.0	390.0	23.0	0.0	58	2601.0	0.1587850826605152
YSG_0251b	1172.0	152.0	2.0	0.0	77	1326.0	0.11613876319758673
YSG_0255	462.0	30.0	0.0	0.0	94	492.0	0.06097560975609756
YSG_0258b	490.0	67.0	1.0	0.0	71	558.0	0.12186379928315412
YSG_0264c	240.0	34.0	2.0	0.0	53	276.0	0.13043478260869565
YSG_0266	974.0	71.0	2.0	0.0	99	1047.0	0.06972301814708691
YSG_0268	728.0	81.0	1.0	0.0	76	810.0	0.10123456790123457
YSG_0269b	537.0	57.0	0.0	0.0	97	594.0	0.09595959595959595
YSG_0271	291.0	18.0	0.0	0.0	112	309.0	0.05825242718446602
YSG_0272	703.0	41.0	0.0	0.0	109	744.0	0.05510752688172043
YSG_0276	817.0	49.0	1.0	0.0	82	867.0	0.05767012687427912
YSG_0277	1695.0	212.0	10.0	0.0	99	1917.0	0.11580594679186229
YSG_0278	791.0	51.0	1.0	0.0	101	843.0	0.06168446026097272
YSG_0279	528.0	48.0	0.0	0.0	95	576.0	0.08333333333333333
YSG_0282	546.0	45.0	0.0	0.0	89	591.0	0.07614213197969544
YSG_0285b	232.0	23.0	0.0	0.0	101	255.0	0.09019607843137255
YSG_0286a	286.0	23.0	0.0	0.0	56	309.0	0.0744336569579288
YSG_0287b	1042.0	74.0	0.0	0.0	65	1116.0	0.06630824372759857
YSG_0289	497.0	42.0	1.0	0.0	82	540.0	0.07962962962962963
YSG_0290	786.0	157.0	14.0	0.0	89	957.0	0.1786833855799373
YSG_0291b	475.0	29.0	0.0	0.0	93	504.0	0.057539682539682536
YSG_0294	1063.0	91.0	1.0	0.0	83	1155.0	0.07965367965367966
YSG_0296b	1782.0	136.0	4.0	1.0	66	1923.0	0.07332293291731669
YSG_0297	955.0	68.0	0.0	0.0	99	1023.0	0.06647116324535679
YSG_0298c	625.0	35.0	0.0	0.0	60	660.0	0.05303030303030303
YSG_0301	397.0	26.0	0.0	0.0	98	423.0	0.061465721040189124
YSG_0303	183.0	28.0	2.0	0.0	82	213.0	0.14084507042253522
YSG_0304b	1481.0	124.0	0.0	0.0	75	1605.0	0.07725856697819315
YSG_0305	618.0	57.0	0.0	0.0	97	675.0	0.08444444444444445
YSG_0307	1266.0	96.0	3.0	0.0	84	1365.0	0.07252747252747253
YSG_0311	1124.0	149.0	2.0	0.0	78	1275.0	0.11843137254901961
YSG_0313	526.0	58.0	1.0	0.0	95	585.0	0.10085470085470086
YSG_0314	1268.0	82.0	3.0	0.0	87	1353.0	0.06282335550628233
YSG_0315	337.0	26.0	0.0	0.0	98	363.0	0.07162534435261708
YSG_0316	455.0	43.0	0.0	0.0	96	498.0	0.08634538152610442
YSG_0317	1158.0	103.0	2.0	0.0	73	1263.0	0.0831353919239905
YSG_0318	821.0	49.0	0.0	0.0	90	870.0	0.05632183908045977
YSG_0319	1713.0	148.0	5.0	0.0	83	1866.0	0.0819935691318328
YSG_0320	777.0	86.0	1.0	0.0	90	864.0	0.10069444444444445
YSG_0322	688.0	68.0	0.0	0.0	87	756.0	0.08994708994708994
YSG_0323b	1108.0	20.0	12.0	0.0	56	1140.0	0.028070175438596492
YSG_0324c	727.0	44.0	0.0	0.0	92	771.0	0.057068741893644616
YSG_0326	646.0	222.0	23.0	0.0	81	891.0	0.27497194163860833
YSG_0327	1550.0	153.0	1.0	0.0	72	1704.0	0.0903755868544601
YSG_0328	1110.0	97.0	2.0	0.0	93	1209.0	0.08188585607940446
YSG_0330	226.0	8.0	0.0	0.0	95	234.0	0.03418803418803419
YSG_0331	710.0	69.0	1.0	0.0	72	780.0	0.08974358974358974
YSG_0333b	927.0	44.0	1.0	0.0	76	972.0	0.046296296296296294
YSG_0334	202.0	16.0	1.0	0.0	88	219.0	0.0776255707762557
YSG_0335	289.0	46.0	1.0	0.0	97	336.0	0.13988095238095238
YSG_0336	772.0	103.0	1.0	0.0	82	876.0	0.1187214611872146
YSG_0337	1733.0	120.0	1.0	0.0	85	1854.0	0.06526429341963323
YSG_0338	465.0	79.0	5.0	0.0	91	549.0	0.15300546448087432
YSG_0339b	1379.0	132.0	1.0	0.0	63	1512.0	0.08796296296296297
YSG_0342	779.0	76.0	0.0	0.0	88	855.0	0.08888888888888889
YSG_0343	1010.0	106.0	0.0	0.0	78	1116.0	0.09498207885304659
YSG_0344	269.0	13.0	0.0	0.0	87	282.0	0.04609929078014184
YSG_0345	334.0	25.0	1.0	0.0	99	360.0	0.07222222222222222
YSG_0347	145.0	11.0	0.0	0.0	86	156.0	0.07051282051282051
YSG_0349	818.0	77.0	2.0	0.0	93	897.0	0.08807134894091416
YSG_0350	573.0	24.0	0.0	0.0	91	597.0	0.04020100502512563
YSG_0351	422.0	25.0	0.0	0.0	94	447.0	0.05592841163310962
YSG_0352	883.0	58.0	1.0	0.0	98	942.0	0.06263269639065817
YSG_0353	367.0	29.0	0.0	0.0	95	396.0	0.07323232323232323
YSG_0354	229.0	11.0	0.0	0.0	95	240.0	0.04583333333333333
YSG_0355	177.0	15.0	0.0	0.0	95	192.0	0.078125
YSG_0356	293.0	65.0	5.0	0.0	81	363.0	0.1928374655647383
YSG_0357	88.0	8.0	0.0	0.0	93	96.0	0.08333333333333333
YSG_0359	1177.0	86.0	3.0	0.0	77	1266.0	0.0703001579778831
YSG_0360	1044.0	62.0	1.0	0.0	83	1107.0	0.056910569105691054
YSG_0362b	350.0	16.0	0.0	0.0	88	366.0	0.04371584699453552
YSG_0363	199.0	17.0	0.0	0.0	86	216.0	0.0787037037037037
YSG_0364	784.0	192.0	14.0	0.0	88	990.0	0.2080808080808081
YSG_0366	733.0	8.0	0.0	0.0	76	741.0	0.010796221322537112
YSG_0367	729.0	74.0	1.0	0.0	88	804.0	0.09328358208955224
