og_id	x_start	x_end	num_snps	haplotype_frequencies	db	pi1	pi2	d1A	d1Bp	d1C	d1_closest	d2A	d2Bp	d2C	d2_closest	other_species_hits	donor_species
YSG_0005j	164	210	10	16;11	0.12053571428571437	0.0027777777777777796	0.0		0.0		0.0		0.21739130434782608		0.10869565217391304	Ga0374757_070_7161_8282,Ga0393492_014_13544_14665,Ga0374750_085_1327_2448,Ga0374744_107_463_1584,Ga0374759_037_11833_12954,Ga0393548_015_11375_12496,Ga0393539_046_41_1162,Ga0393465_008_22892_24013,Ga0374848_043_2450_3571,Ga0393541_011_14503_15624,Ga0374858_07_16437_17558,Ga0374856_014_5065_6186,Ga0374837_026_6881_8002,Ga0374834_24_5982_7103,Ga0393576_078_3073_4194,Ga0374802_45_2512_3633,Ga0393547_049_2894_4015,Ga0374763_071_551_1672,Ga0393472_073_2773_3894,Ga0374745_045_5860_6981,Ga0374764_039_4954_6075,Ga0374849_069_408_1529,Ga0374785_047_16152_17273,Ga0374794_026_3480_4601,Ga0374873_36_4833_5954,Ga0393556_002_35373_36494,Ga0374884_011_13798_14919,Ga0374749_040_5025_6146,Ga0374756_184_1569_2690,Ga0374800_041_1872_2993,Ga0374790_012_15881_17002,Ga0374880_41_479_1600,Ga0393521_019_3097_4218,Ga0393490_026_5293_6414,Ga0374788_170_3143_4264,Ga0374782_177_2448_3569,Ga0374792_035_3102_4223,Ga0393561_012_15873_16994,Ga0374783_021_15885_17006,Ga0374820_031_3074_4195,Ga0374768_130_2453_3574,Ga0393471_32_5354_6475,Ga0374753_038_15921_17042,Ga0374855_022_5827_6948,Ga0393543_093_1203_2345;	Bp;
YSG_0005j	653	682	9	20;7	0.1999999999999995	0.0	0.0		0.0		0.0		0.3103448275862069		0.20689655172413793	Ga0374757_070_7161_8282,Ga0393492_014_13544_14665,Ga0393439_014_13507_14628,Ga0374750_085_1327_2448,Ga0374744_107_463_1584,Ga0374759_037_11833_12954,Ga0393485_14_5222_6343,Ga0393495_003_15945_17066,Ga0393548_015_11375_12496,Ga0374747_021_12236_13357,Ga0393539_046_41_1162,Ga0393570_001_13674_14795,Ga0393465_008_22892_24013,Ga0374848_043_2450_3571,Ga0393541_011_14503_15624,Ga0374858_07_16437_17558,Ga0374856_014_5065_6186,Ga0374837_026_6881_8002,Ga0374834_24_5982_7103,Ga0393576_078_3073_4194,Ga0374802_45_2512_3633,Ga0393547_049_2894_4015,Ga0374763_071_551_1672,Ga0393472_073_2773_3894,Ga0374745_045_5860_6981,Ga0374764_039_4954_6075,Ga0374849_069_408_1529,Ga0374785_047_16152_17273,Ga0374794_026_3480_4601,Ga0374873_36_4833_5954,Ga0393556_002_35373_36494,Ga0374884_011_13798_14919,Ga0374749_040_5025_6146,Ga0374756_184_1569_2690,Ga0374800_041_1872_2993,Ga0374790_012_15881_17002,Ga0374880_41_479_1600,Ga0374782_177_2448_3569,Ga0374845_057_8243_9364,Ga0374792_035_3102_4223,Ga0393561_012_15873_16994,Ga0393573_136_3088_4209,Ga0374783_021_15885_17006,Ga0374820_031_3074_4195,Ga0393460_023_7957_9078,Ga0393558_004_10037_11158,Ga0393560_046_7612_8733,Ga0393562_137_219_1340,Ga0374877_004_14903_16024,Ga0374860_010_5779_6900,Ga0374795_018_15717_16838,Ga0393549_026_7400_8521,Ga0374768_130_2453_3574,Ga0393543_093_1203_2345;	Bp;
YSG_0005j	746	768	6	15;12	0.1875	0.0	0.0		0.2727272727272727		0.0		0.0		0.0	Ga0393543_093_1203_2345;Ga0374757_070_7161_8282,Ga0393492_014_13544_14665,Ga0393439_014_13507_14628,Ga0374750_085_1327_2448,Ga0374744_107_463_1584,Ga0374759_037_11833_12954,Ga0393485_14_5222_6343,Ga0393495_003_15945_17066,Ga0393548_015_11375_12496,Ga0374747_021_12236_13357,Ga0393539_046_41_1162,Ga0393570_001_13674_14795,Ga0393465_008_22892_24013,Ga0374848_043_2450_3571,Ga0393541_011_14503_15624,Ga0374858_07_16437_17558,Ga0374856_014_5065_6186,Ga0374837_026_6881_8002,Ga0374834_24_5982_7103,Ga0393576_078_3073_4194,Ga0374802_45_2512_3633,Ga0393547_049_2894_4015,Ga0374763_071_551_1672,Ga0393472_073_2773_3894,Ga0374745_045_5860_6981,Ga0374764_039_4954_6075,Ga0374849_069_408_1529,Ga0374785_047_16152_17273,Ga0374794_026_3480_4601,Ga0374873_36_4833_5954,Ga0393556_002_35373_36494,Ga0374884_011_13798_14919,Ga0374749_040_5025_6146,Ga0374756_184_1569_2690,Ga0374800_041_1872_2993,Ga0374790_012_15881_17002,Ga0374880_41_479_1600,Ga0393521_019_3097_4218,Ga0393490_026_5293_6414,Ga0374788_170_3143_4264,Ga0374782_177_2448_3569,Ga0374845_057_8243_9364,Ga0374792_035_3102_4223,Ga0393561_012_15873_16994,Ga0393573_136_3088_4209,Ga0374783_021_15885_17006,Ga0374820_031_3074_4195,Ga0393460_023_7957_9078,Ga0393558_004_10037_11158,Ga0393560_046_7612_8733,Ga0393562_137_219_1340,Ga0374877_004_14903_16024,Ga0374860_010_5779_6900,Ga0374795_018_15717_16838,Ga0393549_026_7400_8521,Ga0374768_130_2453_3574,Ga0393479_035_1197_2318,Ga0393471_32_5354_6475,Ga0374753_038_15921_17042,Ga0374855_022_5827_6948	Bp;Bp
YSG_0009fcb	452	501	6	37;6	0.11056511056511076	0.0	0.0029484029484029466		0.02040816326530612		0.0		0.14285714285714285		0.12244897959183673	Ga0393438_005_19038_19835,Ga0393535_009_8384_9181,Ga0393576_073_5327_6124,Ga0393575_014_13881_14678,Ga0393556_055_8191_8988,Ga0374837_050_6212_7009,Ga0374849_048_2394_3191,Ga0393533_019_3388_4185,Ga0393571_003_39534_40331,Ga0374859_009_9737_10534,Ga0374765_137_979_1776,Ga0374861_09_12336_13133,Ga0374775_064_6327_7124,Ga0393502_02_12087_12884,Ga0393446_009_8561_9358,Ga0374750_083_5726_6523,Ga0374785_005_33652_34449,Ga0374783_032_6899_7696,Ga0393490_014_15651_16448,Ga0393548_026_7247_8044,Ga0374747_048_5721_6518,Ga0393479_006_16502_17299,Ga0374782_058_5846_6643,Ga0374761_004_8623_9420,Ga0393452_036_2995_3792,Ga0393457_45_1858_2655,Ga0393499_037_3845_4642,Ga0393472_007_14311_15108,Ga0393517_017_9206_10003,Ga0393486_17_2983_3780,Ga0374752_067_3938_4735,Ga0374763_066_3886_4683,Ga0393451_005_21884_22681,Ga0393475_25_4125_4922,Ga0393568_048_5926_6723,Ga0374745_005_30835_31632,Ga0374715_65_2226_3023,Ga0374786_065_3156_3953,Ga0393514_08_7221_8018,Ga0393439_009_25773_26570,Ga0393442_008_1651_2448,Ga0393462_01_4541_5338,Ga0374871_017_6941_7738;	Bp;
YSG_0012d	311	515	14	32;7	0.06480414746543774	0.0005574550319607552	0.0		0.14705882352941177		0.14705882352941177		0.1568627450980392		0.15196078431372548	;	;
YSG_0013i	947	975	7	36;4	0.25	0.0	0.0		0.10714285714285714	0.2857142857142857	0.14285714285714285		0.21428571428571427	0.03571428571428571	0.03571428571428571	;Ga0374717_11_9064_10074	;C
YSG_0015d	0	36	9	25;8	0.23684210526315755	0.0	0.0		0.2777777777777778		0.3055555555555556		0.25		0.1388888888888889	;	;
YSG_0015d	39	60	6	25;8	0.2608695652173908	0.0	0.0		0.19047619047619047		0.14285714285714285		0.19047619047619047		0.047619047619047616	;Ga0374757_055_8783_9436	;Bp
YSG_0015d	158	186	6	24;9	0.1666666666666668	0.0	0.0		0.25		0.14285714285714285		0.35714285714285715		0.32142857142857145	;	;
YSG_0015d	241	279	5	20;13	0.08859649122807006	0.0017543859649122805	0.0		0.18421052631578946		0.18421052631578946		0.05263157894736842		0.05263157894736842	;	;
YSG_0015d	344	444	9	23;10	0.08411214953271055	0.0	0.0		0.1		0.12		0.11		0.13	;	;
YSG_0015ga	362	384	6	18;15	0.15384615384615344	0.0	0.0		0.2727272727272727		0.22727272727272727		0.0		0.0	;Ga0374848_155_147_908,Ga0393540_090_1338_2099,Ga0393566_034_9907_10668,Ga0374747_037_1850_2611,Ga0393548_072_2142_2903,Ga0374788_071_9826_10587,Ga0393573_009_3603_4364,Ga0393449_06_159_920,Ga0393557_070_1460_2221,Ga0374785_009_23753_24514,Ga0374858_17_2156_2917,Ga0393534_007_26392_27153,Ga0393576_011_23765_24526,Ga0393497_022_11780_12541,Ga0374748_109_6055_6816,Ga0374786_147_2135_2896,Ga0393571_063_3725_4486,Ga0374797_119_3301_4062,Ga0374757_051_2158_2919,Ga0374845_004_15730_16491,Ga0374855_125_2997_3758,Ga0393554_116_1287_2048,Ga0374766_017_9521_10282,Ga0393544_006_9609_10370,Ga0393570_023_8267_9028,Ga0393501_010_148_909,Ga0374756_011_15737_16498,Ga0374810_10_3604_4365,Ga0374800_088_157_918,Ga0393517_013_11085_11846,Ga0374781_036_2154_2915,Ga0374737_07_2150_2911,Ga0393490_003_9395_10156,Ga0393564_017_2167_2928,Ga0374783_019_1913_2674,Ga0374750_053_15082_15843,Ga0393446_067_9555_10316,Ga0393512_05_9860_10621,Ga0374745_128_5565_6326,Ga0393452_038_9962_10723,Ga0374873_95_1273_2034,Ga0393479_083_981_1742,Ga0374801_52_4260_5021,Ga0374823_25_9650_10411,Ga0374877_029_6059_6820,Ga0393472_070_2168_2929,Ga0393514_20_7374_8135,Ga0393465_003_12545_13306,Ga0374829_159_1133_1894	;Bp
YSG_0015ga	569	630	13	20;13	0.13598901098901023	0.0015698587127158554	0.0051020408163265285		0.21311475409836064		0.16393442622950818		0.0		0.0	;Ga0374848_155_147_908,Ga0393540_090_1338_2099,Ga0374747_037_1850_2611,Ga0393548_072_2142_2903,Ga0374788_071_9826_10587,Ga0393573_009_3603_4364,Ga0393449_06_159_920,Ga0393557_070_1460_2221,Ga0374785_009_23753_24514,Ga0374858_17_2156_2917,Ga0393534_007_26392_27153,Ga0393576_011_23765_24526,Ga0393497_022_11780_12541,Ga0374748_109_6055_6816,Ga0374786_147_2135_2896,Ga0393571_063_3725_4486,Ga0374797_119_3301_4062,Ga0374757_051_2158_2919,Ga0374845_004_15730_16491,Ga0393554_116_1287_2048,Ga0374766_017_9521_10282,Ga0393544_006_9609_10370,Ga0393570_023_8267_9028,Ga0393501_010_148_909,Ga0374756_011_15737_16498,Ga0374810_10_3604_4365,Ga0393517_013_11085_11846,Ga0374781_036_2154_2915,Ga0374737_07_2150_2911,Ga0374783_019_1913_2674,Ga0374750_053_15082_15843,Ga0393446_067_9555_10316,Ga0393512_05_9860_10621,Ga0374745_128_5565_6326,Ga0393452_038_9962_10723,Ga0374873_95_1273_2034,Ga0374801_52_4260_5021,Ga0374823_25_9650_10411,Ga0374877_029_6059_6820,Ga0393472_070_2168_2929,Ga0393514_20_7374_8135,Ga0393465_003_12545_13306,Ga0374829_159_1133_1894	;Bp
YSG_0019e	125	139	7	25;9	0.1111111111111111	0.003472222222222222	0.0025		0.42857142857142855	0.0	0.0		0.07142857142857142	0.5	0.0	Ga0374717_02_61337_61933;Ga0374881_023_10871_11467,Ga0374803_012_15977_16573,Ga0393538_054_6369_6965,Ga0374800_109_581_1177,Ga0374865_082_3409_4005,Ga0374821_13_4844_5440,Ga0374884_004_17798_18394,Ga0393562_070_7904_8500,Ga0374826_41_2683_3279,Ga0374857_042_582_1178,Ga0393490_020_4231_4827,Ga0393521_050_5441_6037,Ga0374872_024_3562_4158,Ga0393504_012_6208_6804,Ga0393438_094_544_1140,Ga0393505_12_8000_8596,Ga0393439_011_21139_21735,Ga0374851_001_15590_16186,Ga0374752_103_3114_3710,Ga0374750_003_24462_25058,Ga0374880_22_2728_3324,Ga0393531_118_1640_2245,Ga0374871_022_1596_2192,Ga0374845_002_27580_28176	C;Bp
YSG_0019e	251	294	11	24;10	0.1335341365461845	0.0	0.001920726383796053		0.2558139534883721	0.11627906976744186	0.0		0.0	0.27906976744186046	0.0	Ga0374880_22_2728_3324,Ga0374871_022_1596_2192,Ga0374845_002_27580_28176;Ga0374882_038_2246_2815,Ga0374881_023_10871_11467,Ga0374803_012_15977_16573,Ga0393538_054_6369_6965,Ga0374800_109_581_1177,Ga0374865_082_3409_4005,Ga0374821_13_4844_5440,Ga0374884_004_17798_18394,Ga0393562_070_7904_8500,Ga0374826_41_2683_3279,Ga0374857_042_582_1178,Ga0393490_020_4231_4827,Ga0393521_050_5441_6037,Ga0374872_024_3562_4158,Ga0393504_012_6208_6804,Ga0393438_094_544_1140,Ga0374848_008_6917_7513,Ga0374768_011_15283_15879,Ga0374745_002_31614_32210,Ga0374861_02_21534_22130,Ga0374798_001_53877_54473,Ga0393570_005_6639_7235,Ga0374834_29_8168_8764,Ga0393469_04_11104_11700,Ga0393496_16_6024_6620,Ga0393479_023_12044_12640,Ga0374855_018_3263_3859,Ga0374753_001_8104_8700,Ga0374715_04_15211_15807,Ga0374785_030_3215_3811,Ga0374769_008_9819_10415,Ga0374788_200_574_1170,Ga0374773_085_2807_3403,Ga0393546_066_626_1222,Ga0374792_001_38249_38845,Ga0374869_03_12177_12773,Ga0374870_21_3349_3945,Ga0374755_35_611_1207,Ga0393532_032_673_1269,Ga0393462_43_5675_6271,Ga0374759_004_27698_28294,Ga0393511_16_6036_6632,Ga0393450_004_16198_16794,Ga0393561_008_11263_11859,Ga0393573_029_11722_12318,Ga0393557_001_4048_4644,Ga0374749_001_9201_9797,Ga0393572_027_3250_3846,Ga0393576_068_10807_11403,Ga0374879_023_538_1134,Ga0374757_207_2231_2827,Ga0393505_12_8000_8596,Ga0393439_011_21139_21735,Ga0374851_001_15590_16186,Ga0374752_103_3114_3710,Ga0374750_003_24462_25058,Ga0393531_118_1640_2245	Bp;Bp
YSG_0019e	374	402	7	23;11	0.13216836557797668	0.008931419457735247	0.00873725816517578		0.25	0.17857142857142858	0.0		0.0	0.21428571428571427	0.0	Ga0374871_022_1596_2192,Ga0374845_002_27580_28176;Ga0374882_038_2246_2815,Ga0374881_023_10871_11467,Ga0374803_012_15977_16573,Ga0393538_054_6369_6965,Ga0374800_109_581_1177,Ga0374865_082_3409_4005,Ga0374821_13_4844_5440,Ga0374884_004_17798_18394,Ga0393562_070_7904_8500,Ga0374826_41_2683_3279,Ga0374857_042_582_1178,Ga0393490_020_4231_4827,Ga0393521_050_5441_6037,Ga0374872_024_3562_4158,Ga0393504_012_6208_6804,Ga0393438_094_544_1140,Ga0374848_008_6917_7513,Ga0374768_011_15283_15879,Ga0374745_002_31614_32210,Ga0374861_02_21534_22130,Ga0374798_001_53877_54473,Ga0393570_005_6639_7235,Ga0374834_29_8168_8764,Ga0393469_04_11104_11700,Ga0393496_16_6024_6620,Ga0393479_023_12044_12640,Ga0374855_018_3263_3859,Ga0374753_001_8104_8700,Ga0374715_04_15211_15807,Ga0374785_030_3215_3811,Ga0374769_008_9819_10415,Ga0374788_200_574_1170,Ga0374773_085_2807_3403,Ga0393546_066_626_1222,Ga0374792_001_38249_38845,Ga0374869_03_12177_12773,Ga0374870_21_3349_3945,Ga0374755_35_611_1207,Ga0393532_032_673_1269,Ga0393462_43_5675_6271,Ga0374759_004_27698_28294,Ga0393511_16_6036_6632,Ga0393450_004_16198_16794,Ga0393561_008_11263_11859,Ga0393573_029_11722_12318,Ga0393557_001_4048_4644,Ga0374749_001_9201_9797,Ga0393572_027_3250_3846,Ga0393576_068_10807_11403,Ga0374879_023_538_1134,Ga0374757_207_2231_2827,Ga0393493_05_11058_11654,Ga0393449_01_18307_18903,Ga0374761_020_8934_9530,Ga0374763_007_14737_15333,Ga0393505_12_8000_8596,Ga0393439_011_21139_21735,Ga0374851_001_15590_16186,Ga0374752_103_3114_3710,Ga0374750_003_24462_25058,Ga0374880_22_2728_3324,Ga0393531_118_1640_2245	Bp;Bp
YSG_0022ebb	34	54	5	27;4	0.21874999999999978	0.0	0.020833333333333332		0.0		0.0		0.25		0.25	Ga0393554_018_3799_4524,Ga0374759_010_15939_16664,Ga0393534_036_7024_7749,Ga0393564_009_1065_1790,Ga0374879_110_1858_2457,Ga0393495_032_2877_3476,Ga0374883_021_11210_11809,Ga0393442_084_3532_4131,Ga0374876_010_4847_5446,Ga0393562_177_25_624,Ga0374795_059_4847_5446,Ga0374860_014_15205_15804,Ga0393553_063_4749_5447,Ga0374785_057_124_849,Ga0393555_070_348_1073,Ga0374748_108_4187_4912,Ga0374750_062_14907_15632,Ga0374768_076_4196_4921,Ga0393462_31_4849_5448,Ga0393547_134_1637_2362,Ga0393576_054_33_758,Ga0393544_104_2858_3583,Ga0374752_082_2965_3690,Ga0374755_16_9036_9761,Ga0374788_195_3409_4008,Ga0374781_031_830_1429,Ga0374786_081_3610_4209,Ga0393569_043_5850_6449,Ga0374886_047_3624_4223,Ga0374856_078_2608_3333,Ga0374882_037_3621_4346,Ga0374747_055_13829_14428,Ga0374855_097_1101_1826,Ga0374761_076_4538_5263,Ga0374782_026_11953_12678,Ga0393487_28_888_1613,Ga0393452_086_119_844,Ga0393451_006_22789_23514,Ga0393563_006_25335_26060,Ga0393504_041_3624_4349,Ga0393450_052_4307_5032,Ga0374749_099_3670_4395,Ga0374821_09_6417_7142,Ga0374773_027_13268_13993,Ga0374881_019_4480_5205,Ga0393438_040_5513_6238,Ga0374783_046_3642_4367,Ga0374745_118_2318_3043,Ga0374775_078_75_674,Ga0374874_032_5684_6283,Ga0374857_082_5694_6293,Ga0374800_121_3844_4443,Ga0374797_060_4178_4903,Ga0393532_067_34_759,Ga0393560_137_3367_4092,Ga0374757_010_9211_9936,Ga0374845_151_2346_3071,Ga0374753_007_11193_11918,Ga0374770_159_232_957,Ga0374754_080_5207_5932,Ga0374756_159_2900_3625,Ga0393507_020_9436_10161,Ga0393497_082_3625_4350,Ga0393455_009_19572_20297,Ga0393550_055_6552_7277,Ga0393552_139_13_612,Ga0374851_109_588_1187;	Bp;
YSG_0022ebb	56	91	5	27;4	0.13513513513513511	0.0	0.0		0.0		0.0		0.14285714285714285		0.14285714285714285	Ga0393554_018_3799_4524,Ga0374759_010_15939_16664,Ga0393534_036_7024_7749,Ga0393564_009_1065_1790,Ga0374879_110_1858_2457,Ga0393495_032_2877_3476,Ga0374883_021_11210_11809,Ga0393442_084_3532_4131,Ga0374876_010_4847_5446,Ga0393562_177_25_624,Ga0374795_059_4847_5446,Ga0374860_014_15205_15804,Ga0393553_063_4749_5447,Ga0374785_057_124_849,Ga0393555_070_348_1073,Ga0374748_108_4187_4912,Ga0374750_062_14907_15632,Ga0374768_076_4196_4921,Ga0393462_31_4849_5448,Ga0393547_134_1637_2362,Ga0393576_054_33_758,Ga0393544_104_2858_3583,Ga0374752_082_2965_3690,Ga0374755_16_9036_9761,Ga0374788_195_3409_4008,Ga0374781_031_830_1429,Ga0374786_081_3610_4209,Ga0393569_043_5850_6449,Ga0374886_047_3624_4223,Ga0374856_078_2608_3333,Ga0374882_037_3621_4346,Ga0374747_055_13829_14428,Ga0374855_097_1101_1826,Ga0374761_076_4538_5263,Ga0374782_026_11953_12678,Ga0393487_28_888_1613,Ga0393452_086_119_844,Ga0393451_006_22789_23514,Ga0393563_006_25335_26060,Ga0393504_041_3624_4349,Ga0393450_052_4307_5032,Ga0374749_099_3670_4395,Ga0374821_09_6417_7142,Ga0374773_027_13268_13993,Ga0374881_019_4480_5205,Ga0393438_040_5513_6238,Ga0374783_046_3642_4367,Ga0374745_118_2318_3043,Ga0374775_078_75_674,Ga0374874_032_5684_6283,Ga0374857_082_5694_6293,Ga0374800_121_3844_4443,Ga0374797_060_4178_4903,Ga0393532_067_34_759,Ga0393560_137_3367_4092,Ga0374757_010_9211_9936,Ga0374845_151_2346_3071,Ga0374753_007_11193_11918,Ga0374770_159_232_957,Ga0374754_080_5207_5932,Ga0374756_159_2900_3625,Ga0393507_020_9436_10161,Ga0393497_082_3625_4350,Ga0393455_009_19572_20297,Ga0393550_055_6552_7277,Ga0393552_139_13_612,Ga0374851_109_588_1187;	Bp;
